apparentTemperature,cloudCover,dewPoint,humidity,icon,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed,NAME_OF_AIRPORT
40.93,0.15,34.62,0.78,clear-night,,0.0,0.0,,1028.81,Clear,40.93,2015-01-01 00:00:00,0,10.0,336.0,1.01,0.39,ATL
38.76,0.17,33.72,0.82,clear-night,,0.0,0.0,,1029.02,Clear,38.76,2015-01-01 01:00:00,0,10.0,337.0,0.41,0.28,ATL
37.06,0.08,32.44,0.83,clear-night,,0.0,0.0,,1029.26,Clear,37.06,2015-01-01 02:00:00,0,9.68,316.0,0.27,0.25,ATL
35.38,0.0,31.36,0.85,clear-night,,0.0,0.0,,1029.06,Clear,35.38,2015-01-01 03:00:00,0,9.55,326.0,0.18,0.01,ATL
34.27,0.0,30.47,0.86,clear-night,,0.0,0.0,,1029.11,Clear,34.27,2015-01-01 04:00:00,0,9.6,300.0,0.19,0.09,ATL
33.28,0.0,30.02,0.88,clear-night,,0.0,0.0,,1028.82,Clear,33.28,2015-01-01 05:00:00,0,9.05,327.0,0.46,0.01,ATL
33.5,0.0,30.19,0.87,clear-night,,0.0,0.0,,1028.49,Clear,33.5,2015-01-01 06:00:00,0,9.49,287.0,0.73,0.06,ATL
32.79,0.0,29.28,0.87,clear-night,,0.0,0.0,,1028.69,Clear,32.79,2015-01-01 07:00:00,0,9.45,325.0,0.37,0.09,ATL
32.2,0.0,28.63,0.86,clear-night,,0.0,0.0,,1028.5,Clear,32.2,2015-01-01 08:00:00,0,9.6,282.0,0.49,0.05,ATL
30.93,0.1,28.06,0.89,clear-night,,0.0,0.0,,1027.77,Clear,30.93,2015-01-01 09:00:00,0,9.21,0.0,0.15,0.02,ATL
30.73,0.0,27.78,0.89,clear-night,,0.0,0.0,,1027.03,Clear,30.73,2015-01-01 10:00:00,0,8.29,329.0,0.55,0.15,ATL
29.95,0.0,27.22,0.89,clear-night,,0.0,0.0,,1027.35,Clear,29.95,2015-01-01 11:00:00,0,8.56,309.0,0.2,0.08,ATL
29.68,0.07,26.84,0.89,clear-night,,0.0,0.0,,1028.07,Clear,29.68,2015-01-01 12:00:00,0,9.67,274.0,0.15,0.06,ATL
29.7,0.17,26.97,0.89,clear-day,,0.0,0.0,,1028.35,Clear,29.7,2015-01-01 13:00:00,0,9.05,270.0,0.29,0.02,ATL
31.69,0.2,29.1,0.9,clear-day,,0.0,0.0,,1028.0,Clear,31.69,2015-01-01 14:00:00,0,10.0,,0.07,0.0,ATL
38.83,0.03,30.63,0.72,clear-day,,0.0,0.0,,1028.79,Clear,38.83,2015-01-01 15:00:00,1,9.64,302.0,1.06,0.14,ATL
44.59,0.03,28.95,0.54,clear-day,,0.0,0.0,,1028.59,Clear,44.59,2015-01-01 16:00:00,2,10.0,286.0,2.42,0.41,ATL
49.08,0.0,27.1,0.42,clear-day,,0.0,0.0,,1027.05,Clear,49.08,2015-01-01 17:00:00,3,10.0,254.0,3.24,0.46,ATL
52.21,0.54,26.97,0.37,partly-cloudy-day,,0.0,0.0,,1026.13,Partly Cloudy,52.21,2015-01-01 18:00:00,3,10.0,253.0,4.21,0.94,ATL
53.78,0.81,28.58,0.38,partly-cloudy-day,,0.0,0.0,,1025.45,Mostly Cloudy,53.78,2015-01-01 19:00:00,2,10.0,266.0,3.78,0.89,ATL
54.45,0.8,29.64,0.38,partly-cloudy-day,,0.0,0.0,,1024.86,Mostly Cloudy,54.45,2015-01-01 20:00:00,1,10.0,264.0,3.38,0.61,ATL
54.07,0.99,30.69,0.41,cloudy,,0.0,0.0,,1025.16,Overcast,54.07,2015-01-01 21:00:00,1,10.0,299.0,1.77,0.28,ATL
52.73,0.99,32.32,0.46,cloudy,,0.0,0.0,,1025.52,Overcast,52.73,2015-01-01 22:00:00,0,10.0,323.0,0.73,0.2,ATL
50.37,0.66,33.0,0.51,partly-cloudy-night,,0.0,0.0,,1025.54,Mostly Cloudy,50.37,2015-01-01 23:00:00,0,10.0,299.0,0.32,0.08,ATL
48.51,0.82,33.55,0.56,partly-cloudy-night,,0.0,0.0,,1026.19,Mostly Cloudy,48.51,2015-01-02 00:00:00,0,10.0,320.0,0.75,0.18,ATL
47.08,0.99,35.92,0.65,cloudy,,0.0,0.0,,1027.34,Overcast,47.08,2015-01-02 01:00:00,0,10.0,324.0,1.76,0.64,ATL
44.8,0.99,38.28,0.78,cloudy,,0.0034,0.43,rain,1027.84,Overcast,44.8,2015-01-02 02:00:00,0,9.82,321.0,0.81,0.24,ATL
43.24,1.0,39.13,0.85,cloudy,,0.0097,0.84,rain,1028.45,Overcast,43.24,2015-01-02 03:00:00,0,10.0,286.0,0.34,0.09,ATL
42.34,0.95,39.44,0.89,rain,,0.0204,0.93,rain,1027.61,Light Rain,42.34,2015-01-02 04:00:00,0,9.35,338.0,0.26,0.03,ATL
41.85,0.98,39.68,0.92,rain,,0.0183,0.92,rain,1026.78,Light Rain,41.85,2015-01-02 05:00:00,0,10.0,0.0,0.2,0.04,ATL
41.39,0.66,39.21,0.92,partly-cloudy-night,,0.001,0.39,rain,1025.77,Mostly Cloudy,41.39,2015-01-02 06:00:00,0,9.15,0.0,0.28,0.01,ATL
41.24,0.92,39.54,0.94,partly-cloudy-night,,0.0,0.0,,1025.22,Mostly Cloudy,41.24,2015-01-02 07:00:00,0,8.99,0.0,0.17,0.01,ATL
41.4,0.92,39.76,0.94,partly-cloudy-night,,0.0,0.0,,1025.03,Mostly Cloudy,41.4,2015-01-02 08:00:00,0,9.44,22.0,0.09,0.01,ATL
41.7,0.95,40.21,0.94,cloudy,,0.0004,0.08,rain,1025.2,Overcast,41.7,2015-01-02 09:00:00,0,9.04,,0.11,0.0,ATL
41.96,0.92,40.57,0.95,partly-cloudy-night,,0.0,0.0,,1025.03,Mostly Cloudy,41.96,2015-01-02 10:00:00,0,9.62,285.0,0.28,0.01,ATL
42.34,0.9,40.98,0.95,partly-cloudy-night,,0.0023,0.36,rain,1025.32,Mostly Cloudy,42.34,2015-01-02 11:00:00,0,8.31,95.0,0.22,0.01,ATL
42.32,0.94,40.92,0.95,cloudy,,0.0118,0.75,rain,1024.77,Overcast,42.32,2015-01-02 12:00:00,0,7.38,270.0,0.53,0.04,ATL
42.58,1.0,41.4,0.96,cloudy,,0.0081,0.67,rain,1026.27,Overcast,42.58,2015-01-02 13:00:00,0,6.83,216.0,0.57,0.17,ATL
43.32,1.0,42.11,0.95,rain,,0.0181,0.81,rain,1026.06,Light Rain,43.32,2015-01-02 14:00:00,0,7.16,75.0,1.54,0.01,ATL
44.43,0.99,42.96,0.95,cloudy,,0.0061,0.68,rain,1027.1,Overcast,44.43,2015-01-02 15:00:00,1,8.47,353.0,1.11,0.51,ATL
45.64,1.0,44.07,0.94,cloudy,,0.0036,0.5,rain,1027.54,Overcast,45.64,2015-01-02 16:00:00,2,8.07,333.0,0.99,0.14,ATL
46.38,1.0,44.81,0.94,cloudy,,0.0077,0.72,rain,1027.39,Overcast,46.38,2015-01-02 17:00:00,2,6.19,351.0,0.97,0.12,ATL
46.56,1.0,45.25,0.95,rain,,0.0249,0.84,rain,1026.07,Light Rain,46.56,2015-01-02 18:00:00,2,4.93,21.0,1.1,0.09,ATL
46.97,1.0,45.62,0.95,rain,,0.0188,0.84,rain,1025.65,Light Rain,46.97,2015-01-02 19:00:00,2,6.78,11.0,1.56,0.42,ATL
46.75,1.0,45.46,0.95,rain,,0.0171,0.73,rain,1025.87,Light Rain,46.75,2015-01-02 20:00:00,1,3.98,26.0,1.95,0.44,ATL
46.55,1.0,45.39,0.96,rain,,0.0431,0.77,rain,1026.21,Light Rain,46.55,2015-01-02 21:00:00,1,3.98,33.0,1.85,0.41,ATL
46.67,1.0,45.45,0.95,rain,,0.0293,0.81,rain,1025.91,Light Rain,46.67,2015-01-02 22:00:00,0,4.35,83.0,0.81,0.2,ATL
46.71,1.0,45.61,0.96,cloudy,,0.0145,0.75,rain,1026.05,Overcast,46.71,2015-01-02 23:00:00,0,6.09,95.0,1.47,0.35,ATL
46.88,1.0,45.93,0.96,rain,,0.0116,0.85,rain,1026.04,Light Rain,46.88,2015-01-03 00:00:00,0,4.36,92.0,1.35,0.46,ATL
46.96,1.0,46.17,0.97,rain,,0.0513,0.84,rain,1025.37,Light Rain,46.96,2015-01-03 01:00:00,0,3.49,101.0,2.25,0.49,ATL
47.39,1.0,46.4,0.96,rain,,0.0943,0.82,rain,1026.06,Rain,47.39,2015-01-03 02:00:00,0,3.08,108.0,1.32,0.6,ATL
47.6,1.0,46.67,0.97,rain,,0.0437,0.81,rain,1025.86,Light Rain,47.6,2015-01-03 03:00:00,0,5.84,119.0,1.81,0.76,ATL
47.33,1.0,46.31,0.96,cloudy,,0.0017,0.25,rain,1025.67,Overcast,47.33,2015-01-03 04:00:00,0,8.6,112.0,2.51,0.89,ATL
47.2,1.0,46.23,0.96,cloudy,,0.0,0.0,,1025.34,Overcast,47.2,2015-01-03 05:00:00,0,10.0,112.0,2.1,0.97,ATL
47.4,1.0,45.98,0.95,cloudy,,0.0,0.0,,1025.26,Overcast,47.4,2015-01-03 06:00:00,0,10.0,93.0,2.16,0.76,ATL
47.34,1.0,45.97,0.95,cloudy,,0.0,0.0,,1024.86,Overcast,47.34,2015-01-03 07:00:00,0,9.87,97.0,2.09,0.92,ATL
47.48,1.0,46.11,0.95,cloudy,,0.0,0.0,,1024.49,Overcast,47.48,2015-01-03 08:00:00,0,5.61,91.0,2.65,1.2,ATL
47.47,1.0,46.43,0.96,cloudy,,0.0,0.0,,1024.23,Overcast,47.47,2015-01-03 09:00:00,0,2.19,98.0,3.65,1.51,ATL
47.7,1.0,46.78,0.97,cloudy,,0.0033,0.49,rain,1023.62,Overcast,47.7,2015-01-03 10:00:00,0,2.38,94.0,3.15,1.25,ATL
48.2,1.0,47.24,0.96,cloudy,,0.0022,0.4,rain,1023.78,Overcast,48.2,2015-01-03 11:00:00,0,2.79,95.0,3.13,1.49,ATL
48.39,1.0,47.66,0.97,cloudy,,0.0074,0.85,rain,1023.71,Overcast,48.39,2015-01-03 12:00:00,0,2.35,91.0,3.88,1.71,ATL
48.7,1.0,47.86,0.97,fog,,0.0082,0.83,rain,1024.1,Foggy,48.7,2015-01-03 13:00:00,0,1.77,99.0,4.2,1.56,ATL
49.06,1.0,48.23,0.97,fog,,0.0019,0.47,rain,1024.39,Foggy,49.06,2015-01-03 14:00:00,0,0.92,101.0,4.56,1.83,ATL
49.65,1.0,48.94,0.97,fog,,0.0016,0.44,rain,1024.57,Foggy,49.65,2015-01-03 15:00:00,1,1.21,112.0,4.76,2.19,ATL
50.41,1.0,49.64,0.97,fog,,0.0014,0.34,rain,1024.15,Foggy,50.41,2015-01-03 16:00:00,2,0.91,103.0,5.84,2.52,ATL
51.02,1.0,50.26,0.97,fog,,0.0016,0.26,rain,1023.35,Foggy,51.02,2015-01-03 17:00:00,2,1.24,98.0,4.73,1.85,ATL
51.46,1.0,50.72,0.97,cloudy,,0.004,0.42,rain,1022.29,Overcast,51.46,2015-01-03 18:00:00,2,3.82,104.0,3.99,1.4,ATL
52.32,1.0,51.61,0.97,fog,,0.0015,0.3,rain,1021.26,Foggy,52.32,2015-01-03 19:00:00,2,1.1,105.0,4.41,1.75,ATL
52.57,1.0,51.88,0.97,fog,,0.0003,0.02,rain,1020.78,Foggy,52.57,2015-01-03 20:00:00,1,0.7,111.0,4.4,1.64,ATL
52.77,1.0,52.2,0.98,fog,,0.0,0.0,,1020.26,Foggy,52.77,2015-01-03 21:00:00,1,0.7,92.0,2.98,0.77,ATL
52.96,1.0,52.24,0.97,fog,,0.0033,0.59,rain,1020.53,Foggy,52.96,2015-01-03 22:00:00,0,0.66,90.0,2.7,1.28,ATL
52.97,1.0,52.27,0.97,fog,,0.0083,0.66,rain,1020.03,Foggy,52.97,2015-01-03 23:00:00,0,0.92,102.0,3.78,1.46,ATL
52.99,1.0,52.36,0.98,fog,,0.0007,0.16,rain,1019.95,Foggy,52.99,2015-01-04 00:00:00,0,0.81,108.0,3.21,1.12,ATL
53.05,1.0,52.48,0.98,fog,,0.0,0.0,,1019.76,Foggy,53.05,2015-01-04 01:00:00,0,1.23,124.0,3.7,1.93,ATL
53.81,1.0,53.27,0.98,fog,,0.0008,0.21,rain,1019.75,Foggy,53.81,2015-01-04 02:00:00,0,0.7,134.0,2.98,1.38,ATL
55.06,1.0,54.66,0.99,fog,,0.0103,0.68,rain,1019.42,Foggy,55.06,2015-01-04 03:00:00,0,1.8,135.0,4.01,1.05,ATL
56.91,1.0,56.45,0.98,rain,,0.0704,0.83,rain,1018.61,Rain,56.89,2015-01-04 04:00:00,0,2.83,156.0,4.48,1.53,ATL
59.46,1.0,58.55,0.98,rain,,0.0733,0.85,rain,1018.59,Rain,59.25,2015-01-04 05:00:00,0,6.27,186.0,3.89,0.84,ATL
60.25,1.0,59.52,0.99,rain,,0.0611,0.73,rain,1018.3,Rain,59.93,2015-01-04 06:00:00,0,6.67,167.0,1.33,0.2,ATL
60.42,1.0,59.5,0.98,rain,,0.0401,0.51,rain,1018.19,Light Rain,60.11,2015-01-04 07:00:00,0,6.12,147.0,1.94,0.23,ATL
60.52,1.0,59.64,0.98,cloudy,,0.0154,0.34,rain,1017.83,Overcast,60.2,2015-01-04 08:00:00,0,7.81,157.0,1.87,0.27,ATL
60.53,1.0,59.34,0.97,cloudy,,0.0067,0.33,rain,1017.13,Overcast,60.25,2015-01-04 09:00:00,0,8.19,178.0,1.01,0.41,ATL
60.89,1.0,59.73,0.97,rain,,0.0309,0.76,rain,1016.24,Light Rain,60.57,2015-01-04 10:00:00,0,4.44,208.0,2.09,0.46,ATL
60.9,1.0,59.75,0.97,rain,,0.2554,0.87,rain,1017.31,Heavy Rain,60.58,2015-01-04 11:00:00,0,3.92,201.0,6.04,1.1,ATL
60.26,1.0,59.36,0.98,rain,,0.1935,0.97,rain,1017.58,Rain,59.96,2015-01-04 12:00:00,0,4.57,185.0,1.85,0.66,ATL
60.29,1.0,59.32,0.98,rain,,0.1011,0.85,rain,1017.79,Rain,60.0,2015-01-04 13:00:00,0,4.7,176.0,1.94,0.98,ATL
60.16,1.0,59.21,0.98,rain,,0.0591,0.86,rain,1018.25,Rain,59.89,2015-01-04 14:00:00,0,7.69,190.0,2.51,1.13,ATL
60.42,1.0,59.35,0.97,cloudy,,0.0136,0.75,rain,1017.88,Overcast,60.14,2015-01-04 15:00:00,1,9.15,206.0,3.76,1.36,ATL
60.56,1.0,59.46,0.97,cloudy,,0.0018,0.31,rain,1018.13,Overcast,60.26,2015-01-04 16:00:00,2,9.04,228.0,3.85,1.82,ATL
60.92,0.86,59.52,0.96,partly-cloudy-day,,0.0,0.0,,1017.76,Mostly Cloudy,60.64,2015-01-04 17:00:00,2,10.0,236.0,4.35,2.08,ATL
61.47,0.77,59.2,0.93,partly-cloudy-day,,0.0,0.0,,1017.47,Mostly Cloudy,61.27,2015-01-04 18:00:00,2,10.0,238.0,7.92,3.59,ATL
61.82,0.75,57.42,0.85,partly-cloudy-day,,0.0,0.0,,1017.4,Mostly Cloudy,61.82,2015-01-04 19:00:00,2,10.0,261.0,10.77,4.45,ATL
61.31,0.68,53.08,0.74,partly-cloudy-day,,0.0,0.0,,1018.29,Mostly Cloudy,61.31,2015-01-04 20:00:00,1,10.0,258.0,12.01,4.46,ATL
58.81,0.39,48.15,0.68,partly-cloudy-day,,0.0,0.0,,1019.64,Partly Cloudy,58.81,2015-01-04 21:00:00,1,10.0,273.0,10.39,3.98,ATL
56.06,0.5,45.11,0.67,partly-cloudy-day,,0.0,0.0,,1021.19,Partly Cloudy,56.06,2015-01-04 22:00:00,0,10.0,288.0,10.32,3.8,ATL
52.12,0.48,42.71,0.7,partly-cloudy-night,,0.0,0.0,,1022.99,Partly Cloudy,52.12,2015-01-04 23:00:00,0,10.0,295.0,11.52,3.9,ATL
47.4,0.25,40.13,0.72,partly-cloudy-night,,0.0,0.0,,1024.02,Partly Cloudy,48.88,2015-01-05 00:00:00,0,10.0,295.0,10.86,4.25,ATL
45.55,0.33,38.66,0.73,partly-cloudy-night,,0.0,0.0,,1025.27,Partly Cloudy,46.85,2015-01-05 01:00:00,0,10.0,294.0,9.59,3.6,ATL
43.86,0.26,37.77,0.74,partly-cloudy-night,,0.0,0.0,,1026.24,Partly Cloudy,45.48,2015-01-05 02:00:00,0,10.0,285.0,9.65,3.75,ATL
42.71,0.16,37.57,0.77,clear-night,,0.0,0.0,,1026.59,Clear,44.34,2015-01-05 03:00:00,0,10.0,295.0,9.28,3.57,ATL
43.83,0.43,37.7,0.79,partly-cloudy-night,,0.0,0.0,,1027.14,Partly Cloudy,43.83,2015-01-05 04:00:00,0,10.0,296.0,6.99,2.84,ATL
41.94,0.36,37.89,0.8,partly-cloudy-night,,0.0,0.0,,1027.56,Partly Cloudy,43.5,2015-01-05 05:00:00,0,10.0,303.0,8.65,3.37,ATL
43.13,0.92,37.43,0.8,partly-cloudy-night,,0.0,0.0,,1027.93,Mostly Cloudy,43.13,2015-01-05 06:00:00,0,10.0,307.0,7.64,2.99,ATL
40.65,0.75,36.04,0.78,partly-cloudy-night,,0.0,0.0,,1028.12,Mostly Cloudy,42.27,2015-01-05 07:00:00,0,10.0,316.0,9.16,3.27,ATL
39.05,0.6,35.0,0.78,partly-cloudy-night,,0.0,0.0,,1028.28,Mostly Cloudy,41.46,2015-01-05 08:00:00,0,10.0,321.0,9.69,3.96,ATL
38.08,0.53,33.77,0.76,partly-cloudy-night,,0.0,0.0,,1029.03,Partly Cloudy,40.66,2015-01-05 09:00:00,0,10.0,328.0,10.6,4.0,ATL
36.73,0.77,32.45,0.75,partly-cloudy-night,,0.0,0.0,,1029.49,Mostly Cloudy,39.81,2015-01-05 10:00:00,0,10.0,329.0,11.97,4.41,ATL
35.79,0.76,31.25,0.74,partly-cloudy-night,,0.0,0.0,,1030.18,Mostly Cloudy,38.67,2015-01-05 11:00:00,0,10.0,325.0,11.28,3.99,ATL
34.05,0.38,30.33,0.76,partly-cloudy-night,,0.0,0.0,,1031.01,Partly Cloudy,37.31,2015-01-05 12:00:00,0,10.0,327.0,11.25,4.16,ATL
32.8,0.29,29.32,0.76,partly-cloudy-day,,0.0,0.0,,1032.4,Partly Cloudy,36.15,2015-01-05 13:00:00,0,10.0,334.0,9.23,4.07,ATL
32.32,0.16,28.56,0.75,clear-day,,0.0,0.0,,1033.43,Clear,35.8,2015-01-05 14:00:00,0,9.82,331.0,10.15,4.14,ATL
33.63,0.29,27.56,0.68,partly-cloudy-day,,0.0,0.0,,1034.77,Partly Cloudy,37.03,2015-01-05 15:00:00,1,10.0,332.0,11.78,4.27,ATL
36.15,0.09,26.78,0.61,clear-day,,0.0,0.0,,1034.73,Clear,38.92,2015-01-05 16:00:00,2,10.0,325.0,8.8,3.92,ATL
39.59,0.09,25.87,0.53,clear-day,,0.0,0.0,,1034.16,Clear,41.67,2015-01-05 17:00:00,3,10.0,329.0,9.23,3.63,ATL
41.8,0.08,25.34,0.48,clear-day,,0.0,0.0,,1033.11,Clear,43.75,2015-01-05 18:00:00,3,10.0,329.0,9.57,3.83,ATL
43.78,0.16,24.32,0.43,clear-day,,0.0,0.0,,1032.56,Clear,45.37,2015-01-05 19:00:00,2,10.0,329.0,9.52,3.69,ATL
45.91,0.09,24.18,0.42,clear-day,,0.0,0.0,,1032.04,Clear,45.91,2015-01-05 20:00:00,2,10.0,337.0,8.4,2.95,ATL
46.02,0.17,23.87,0.41,clear-day,,0.0,0.0,,1031.98,Clear,46.02,2015-01-05 21:00:00,1,10.0,317.0,6.79,2.97,ATL
44.77,0.11,23.96,0.44,clear-day,,0.0,0.0,,1031.96,Clear,44.77,2015-01-05 22:00:00,0,10.0,327.0,5.4,2.01,ATL
41.73,0.11,24.17,0.49,clear-night,,0.0,0.0,,1031.92,Clear,41.73,2015-01-05 23:00:00,0,10.0,334.0,1.56,0.91,ATL
39.13,0.08,24.51,0.55,clear-night,,0.0,0.0,,1031.81,Clear,39.13,2015-01-06 00:00:00,0,10.0,341.0,2.11,1.24,ATL
37.31,0.08,24.16,0.59,clear-night,,0.0,0.0,,1031.31,Clear,37.31,2015-01-06 01:00:00,0,10.0,331.0,1.75,0.52,ATL
35.42,0.08,24.53,0.64,clear-night,,0.0,0.0,,1030.97,Clear,35.42,2015-01-06 02:00:00,0,10.0,330.0,0.93,0.07,ATL
33.63,0.08,24.91,0.7,clear-night,,0.0,0.0,,1030.86,Clear,33.63,2015-01-06 03:00:00,0,10.0,345.0,0.23,0.06,ATL
31.96,0.08,24.98,0.75,clear-night,,0.0,0.0,,1030.54,Clear,31.96,2015-01-06 04:00:00,0,10.0,284.0,0.09,0.02,ATL
31.28,0.0,25.26,0.78,clear-night,,0.0,0.0,,1030.45,Clear,31.28,2015-01-06 05:00:00,0,10.0,312.0,0.07,0.04,ATL
30.08,0.0,25.09,0.81,clear-night,,0.0,0.0,,1029.67,Clear,30.08,2015-01-06 06:00:00,0,10.0,270.0,0.1,0.01,ATL
29.18,0.0,25.1,0.85,clear-night,,0.0,0.0,,1029.5,Clear,29.18,2015-01-06 07:00:00,0,10.0,270.0,0.16,0.01,ATL
28.39,0.0,24.91,0.87,clear-night,,0.0,0.0,,1029.26,Clear,28.39,2015-01-06 08:00:00,0,10.0,,0.11,0.0,ATL
27.74,0.0,24.43,0.87,clear-night,,0.0,0.0,,1029.15,Clear,27.74,2015-01-06 09:00:00,0,10.0,,0.02,0.0,ATL
27.43,0.0,24.58,0.89,clear-night,,0.0,0.0,,1029.04,Clear,27.43,2015-01-06 10:00:00,0,10.0,286.0,0.17,0.07,ATL
27.11,0.0,24.41,0.89,clear-night,,0.0,0.0,,1028.93,Clear,27.11,2015-01-06 11:00:00,0,10.0,293.0,0.21,0.06,ATL
26.8,0.0,24.14,0.9,clear-night,,0.0,0.0,,1029.0,Clear,26.8,2015-01-06 12:00:00,0,10.0,288.0,0.25,0.07,ATL
26.89,0.07,24.39,0.9,clear-day,,0.0,0.0,,1029.07,Clear,26.89,2015-01-06 13:00:00,0,9.4,270.0,0.27,0.1,ATL
30.13,0.0,26.72,0.87,clear-day,,0.0,0.0,,1029.1,Clear,30.13,2015-01-06 14:00:00,0,8.44,273.0,0.81,0.22,ATL
39.28,0.0,29.14,0.67,clear-day,,0.0,0.0,,1028.97,Clear,39.28,2015-01-06 15:00:00,1,10.0,274.0,5.5,2.44,ATL
43.29,0.0,28.76,0.52,clear-day,,0.0,0.0,,1027.61,Clear,45.2,2015-01-06 16:00:00,2,10.0,291.0,11.23,4.04,ATL
45.81,0.07,26.91,0.44,clear-day,,0.0,0.0,,1026.78,Clear,47.96,2015-01-06 17:00:00,3,10.0,289.0,12.96,5.03,ATL
48.0,0.07,26.77,0.41,clear-day,,0.0,0.0,,1025.79,Clear,49.61,2015-01-06 18:00:00,3,10.0,298.0,11.88,4.61,ATL
51.02,0.07,28.18,0.41,clear-day,,0.0,0.0,,1025.22,Clear,51.02,2015-01-06 19:00:00,3,10.0,299.0,11.25,3.56,ATL
51.29,0.07,29.63,0.43,clear-day,,0.0,0.0,,1024.8,Clear,51.29,2015-01-06 20:00:00,2,10.0,287.0,9.47,3.83,ATL
51.87,0.28,30.27,0.43,partly-cloudy-day,,0.0,0.0,,1024.35,Partly Cloudy,51.87,2015-01-06 21:00:00,1,10.0,282.0,10.88,4.05,ATL
50.69,0.29,30.44,0.46,partly-cloudy-day,,0.0,0.0,,1024.42,Partly Cloudy,50.69,2015-01-06 22:00:00,0,10.0,282.0,6.54,2.6,ATL
48.35,0.12,30.65,0.5,clear-night,,0.0,0.0,,1024.17,Clear,48.35,2015-01-06 23:00:00,0,10.0,286.0,3.63,1.28,ATL
45.76,0.12,30.42,0.55,clear-night,,0.0,0.0,,1024.6,Clear,45.76,2015-01-07 00:00:00,0,10.0,299.0,4.15,1.5,ATL
44.35,0.0,30.5,0.58,clear-night,,0.0,0.0,,1024.96,Clear,44.35,2015-01-07 01:00:00,0,10.0,291.0,3.6,1.16,ATL
43.0,0.06,29.99,0.6,clear-night,,0.0,0.0,,1024.5,Clear,43.0,2015-01-07 02:00:00,0,10.0,306.0,3.39,1.29,ATL
41.62,0.07,29.58,0.62,clear-night,,0.0,0.0,,1024.47,Clear,41.62,2015-01-07 03:00:00,0,10.0,313.0,5.71,1.83,ATL
40.39,0.0,29.16,0.64,clear-night,,0.0,0.0,,1024.17,Clear,40.39,2015-01-07 04:00:00,0,10.0,317.0,4.14,1.5,ATL
39.28,0.0,28.63,0.65,clear-night,,0.0,0.0,,1024.0,Clear,39.28,2015-01-07 05:00:00,0,10.0,327.0,4.3,1.24,ATL
37.6,0.0,27.78,0.67,clear-night,,0.0,0.0,,1023.95,Clear,37.6,2015-01-07 06:00:00,0,10.0,320.0,4.6,1.41,ATL
36.38,0.0,26.91,0.68,clear-night,,0.0,0.0,,1023.93,Clear,36.38,2015-01-07 07:00:00,0,10.0,314.0,4.51,1.37,ATL
34.86,0.0,25.82,0.69,clear-night,,0.0,0.0,,1024.49,Clear,34.86,2015-01-07 08:00:00,0,10.0,305.0,3.74,1.03,ATL
33.72,0.0,25.09,0.7,clear-night,,0.0,0.0,,1024.35,Clear,33.72,2015-01-07 09:00:00,0,10.0,308.0,4.84,1.38,ATL
32.91,0.08,24.73,0.72,clear-night,,0.0,0.0,,1024.21,Clear,32.91,2015-01-07 10:00:00,0,10.0,308.0,5.35,0.97,ATL
32.16,0.36,24.28,0.72,partly-cloudy-night,,0.0,0.0,,1024.38,Partly Cloudy,32.16,2015-01-07 11:00:00,0,10.0,312.0,4.74,0.9,ATL
31.53,0.07,23.6,0.72,clear-night,,0.0,0.0,,1024.87,Clear,31.53,2015-01-07 12:00:00,0,10.0,307.0,5.19,1.21,ATL
31.2,0.18,22.89,0.71,clear-day,,0.0,0.0,,1025.48,Clear,31.2,2015-01-07 13:00:00,0,10.0,302.0,7.31,2.15,ATL
29.37,0.29,22.14,0.64,partly-cloudy-day,,0.0,0.0,,1026.27,Partly Cloudy,32.81,2015-01-07 14:00:00,0,10.0,325.0,10.82,3.68,ATL
30.01,0.55,21.12,0.58,partly-cloudy-day,,0.0,0.0,,1026.47,Partly Cloudy,34.16,2015-01-07 15:00:00,1,10.0,320.0,12.57,4.55,ATL
32.1,0.86,21.32,0.56,partly-cloudy-day,,0.0,0.0,,1026.36,Mostly Cloudy,35.36,2015-01-07 16:00:00,2,10.0,329.0,13.12,3.87,ATL
32.11,0.49,20.91,0.53,partly-cloudy-day,,0.0,0.0,,1025.64,Partly Cloudy,36.2,2015-01-07 17:00:00,3,10.0,324.0,13.69,4.88,ATL
34.15,0.61,21.59,0.51,partly-cloudy-day,,0.0,0.0,,1024.88,Mostly Cloudy,37.91,2015-01-07 18:00:00,3,10.0,322.0,14.88,4.83,ATL
33.09,0.29,20.57,0.5,partly-cloudy-day,,0.0,0.0,,1024.71,Partly Cloudy,37.5,2015-01-07 19:00:00,2,10.0,320.0,13.82,5.58,ATL
30.29,0.41,17.71,0.47,partly-cloudy-day,,0.0,0.0,,1025.79,Partly Cloudy,35.71,2015-01-07 20:00:00,2,10.0,327.0,18.29,6.51,ATL
27.35,0.7,15.23,0.47,partly-cloudy-day,,0.0,0.0,,1027.45,Mostly Cloudy,33.21,2015-01-07 21:00:00,1,10.0,330.0,17.11,6.42,ATL
25.28,0.5,13.7,0.48,partly-cloudy-day,,0.0,0.0,,1029.05,Partly Cloudy,30.9,2015-01-07 22:00:00,0,10.0,320.0,15.34,5.57,ATL
22.99,0.85,11.9,0.48,partly-cloudy-night,,0.0,0.0,,1030.64,Mostly Cloudy,28.86,2015-01-07 23:00:00,0,10.0,332.0,15.95,5.42,ATL
