apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed,NAME_OF_AIRPORT
56.64,0.27,13.84,0.18,partly-cloudy-day,0.0,0.0,,1019.18,Partly Cloudy,56.64,2015-01-01 00:00:00,0.0,10.0,341.0,5.7,1.93,SFO
54.51,0.17,18.62,0.24,clear-night,0.0,0.0,,1018.56,Clear,54.51,2015-01-01 01:00:00,0.0,10.0,314.0,3.44,1.01,SFO
50.93,0.0,21.87,0.32,clear-night,0.0,0.0,,1018.6,Clear,50.93,2015-01-01 02:00:00,0.0,10.0,286.0,3.04,1.01,SFO
48.83,0.0,23.62,0.37,clear-night,0.0,0.0,,1018.93,Clear,48.83,2015-01-01 03:00:00,0.0,10.0,293.0,3.2,0.8,SFO
46.72,0.0,23.41,0.4,clear-night,0.0,0.0,,1018.6,Clear,46.72,2015-01-01 04:00:00,0.0,10.0,328.0,2.1,0.07,SFO
45.51,0.0,23.46,0.41,clear-night,0.0,0.0,,1018.48,Clear,45.51,2015-01-01 05:00:00,0.0,10.0,91.0,2.38,0.26,SFO
44.96,0.0,23.53,0.42,clear-night,0.0,0.0,,1018.43,Clear,44.96,2015-01-01 06:00:00,0.0,10.0,68.0,2.5,0.26,SFO
44.48,0.0,22.81,0.42,clear-night,0.0,0.0,,1018.52,Clear,44.48,2015-01-01 07:00:00,0.0,10.0,86.0,2.72,0.2,SFO
45.08,0.0,22.57,0.41,clear-night,0.0,0.0,,1018.37,Clear,45.08,2015-01-01 08:00:00,0.0,10.0,66.0,4.07,0.58,SFO
45.32,0.0,20.92,0.38,clear-night,0.0,0.0,,1018.34,Clear,45.32,2015-01-01 09:00:00,0.0,10.0,44.0,4.37,0.41,SFO
44.3,0.0,20.89,0.39,clear-night,0.0,0.0,,1018.8,Clear,44.3,2015-01-01 10:00:00,0.0,10.0,61.0,5.25,0.55,SFO
44.14,0.0,20.74,0.39,clear-night,0.0,0.0,,1018.67,Clear,44.14,2015-01-01 11:00:00,0.0,10.0,72.0,6.43,1.36,SFO
43.82,0.0,20.83,0.4,clear-night,0.0,0.0,,1018.56,Clear,43.82,2015-01-01 12:00:00,0.0,10.0,61.0,6.37,1.36,SFO
43.27,0.0,21.28,0.41,clear-night,0.0,0.0,,1018.58,Clear,43.27,2015-01-01 13:00:00,0.0,10.0,53.0,4.99,1.25,SFO
43.1,0.0,21.9,0.43,clear-night,0.0,0.0,,1018.83,Clear,43.1,2015-01-01 14:00:00,0.0,10.0,47.0,6.35,1.94,SFO
42.43,0.0,22.24,0.44,clear-night,0.0,0.0,,1019.58,Clear,42.43,2015-01-01 15:00:00,0.0,10.0,45.0,4.72,1.22,SFO
42.31,0.0,22.81,0.46,clear-day,0.0,0.0,,1020.05,Clear,42.31,2015-01-01 16:00:00,0.0,10.0,55.0,5.13,1.3,SFO
45.74,0.0,23.93,0.42,clear-day,0.0,0.0,,1020.65,Clear,45.74,2015-01-01 17:00:00,0.0,10.0,49.0,5.06,1.84,SFO
48.76,0.0,24.69,0.39,clear-day,0.0,0.0,,1021.35,Clear,48.76,2015-01-01 18:00:00,1.0,10.0,57.0,6.36,1.95,SFO
50.71,0.0,24.07,0.35,clear-day,0.0,0.0,,1021.22,Clear,50.71,2015-01-01 19:00:00,2.0,10.0,46.0,7.85,2.66,SFO
52.08,0.0,23.45,0.32,clear-day,0.0,0.0,,1020.29,Clear,52.08,2015-01-01 20:00:00,2.0,10.0,47.0,8.34,2.87,SFO
53.28,0.0,23.8,0.31,clear-day,0.0,0.0,,1019.68,Clear,53.28,2015-01-01 21:00:00,2.0,10.0,44.0,7.63,2.53,SFO
54.07,0.0,23.48,0.3,clear-day,0.0,0.0,,1019.18,Clear,54.07,2015-01-01 22:00:00,2.0,10.0,45.0,8.35,3.21,SFO
54.07,0.0,24.2,0.31,clear-day,0.0,0.0,,1019.57,Clear,54.07,2015-01-01 23:00:00,1.0,10.0,35.0,7.3,2.72,SFO
53.52,0.0,24.63,0.32,clear-day,0.0,0.0,,1020.11,Clear,53.52,2015-01-02 00:00:00,0.0,10.0,3.0,6.04,2.61,SFO
50.85,0.0,26.11,0.38,clear-night,0.0,0.0,,1020.48,Clear,50.85,2015-01-02 01:00:00,0.0,10.0,10.0,4.3,2.07,SFO
48.15,0.0,26.11,0.42,clear-night,0.0,0.0,,1020.64,Clear,48.15,2015-01-02 02:00:00,0.0,10.0,14.0,3.58,1.28,SFO
46.19,0.0,26.86,0.47,clear-night,0.0,0.0,,1020.82,Clear,46.19,2015-01-02 03:00:00,0.0,10.0,11.0,2.63,1.15,SFO
44.37,0.0,27.5,0.51,clear-night,0.0,0.0,,1020.94,Clear,44.37,2015-01-02 04:00:00,0.0,10.0,23.0,1.81,0.62,SFO
43.54,0.0,27.47,0.53,clear-night,0.0,0.0,,1020.8,Clear,43.54,2015-01-02 05:00:00,0.0,10.0,3.0,1.8,0.39,SFO
42.22,0.08,27.72,0.56,clear-night,0.0,0.0,,1021.31,Clear,42.22,2015-01-02 06:00:00,0.0,10.0,66.0,1.69,0.37,SFO
41.61,0.26,28.25,0.59,partly-cloudy-night,0.0,0.0,,1021.54,Partly Cloudy,41.61,2015-01-02 07:00:00,0.0,10.0,28.0,1.58,0.36,SFO
40.7,0.37,28.03,0.6,partly-cloudy-night,0.0,0.0,,1021.62,Partly Cloudy,40.7,2015-01-02 08:00:00,0.0,10.0,57.0,1.41,0.52,SFO
40.21,0.52,28.05,0.62,partly-cloudy-night,0.0,0.0,,1021.75,Partly Cloudy,40.21,2015-01-02 09:00:00,0.0,10.0,59.0,1.5,0.84,SFO
39.5,0.5,28.26,0.64,partly-cloudy-night,0.0,0.0,,1021.79,Partly Cloudy,39.5,2015-01-02 10:00:00,0.0,10.0,61.0,1.8,0.61,SFO
38.71,0.21,28.81,0.67,clear-night,0.0,0.0,,1021.88,Clear,38.71,2015-01-02 11:00:00,0.0,10.0,61.0,1.55,0.43,SFO
38.15,0.0,28.95,0.69,clear-night,0.0,0.0,,1021.62,Clear,38.15,2015-01-02 12:00:00,0.0,10.0,51.0,1.35,0.38,SFO
37.62,0.1,28.82,0.7,clear-night,0.0,0.0,,1021.52,Clear,37.62,2015-01-02 13:00:00,0.0,10.0,37.0,1.46,0.61,SFO
37.04,0.18,28.95,0.72,clear-night,0.0,0.0,,1021.8,Clear,37.04,2015-01-02 14:00:00,0.0,10.0,58.0,1.45,0.45,SFO
37.32,0.0,29.06,0.72,clear-night,0.0,0.0,,1022.14,Clear,37.32,2015-01-02 15:00:00,0.0,10.0,45.0,2.02,0.63,SFO
38.06,0.24,29.82,0.72,clear-day,0.0,0.0,,1022.98,Clear,38.06,2015-01-02 16:00:00,0.0,10.0,42.0,2.33,1.01,SFO
41.94,0.25,32.2,0.68,partly-cloudy-day,0.0,0.0,,1023.44,Partly Cloudy,41.94,2015-01-02 17:00:00,0.0,10.0,70.0,2.22,1.09,SFO
45.35,0.21,33.07,0.62,clear-day,0.0,0.0,,1023.38,Clear,45.35,2015-01-02 18:00:00,1.0,9.59,74.0,3.64,1.22,SFO
47.78,0.26,33.22,0.57,partly-cloudy-day,0.0,0.0,,1022.99,Partly Cloudy,47.78,2015-01-02 19:00:00,2.0,10.0,70.0,4.8,0.96,SFO
49.46,0.21,33.13,0.53,clear-day,0.0,0.0,,1021.76,Clear,49.46,2015-01-02 20:00:00,2.0,10.0,36.0,5.62,1.02,SFO
50.89,0.12,33.15,0.5,clear-day,0.0,0.0,,1020.79,Clear,50.89,2015-01-02 21:00:00,2.0,10.0,354.0,5.69,0.6,SFO
52.05,0.14,33.43,0.49,clear-day,0.0,0.0,,1020.1,Clear,52.05,2015-01-02 22:00:00,1.0,9.72,325.0,5.6,1.03,SFO
52.51,0.14,33.01,0.47,clear-day,0.0,0.0,,1020.18,Clear,52.51,2015-01-02 23:00:00,1.0,9.74,331.0,5.58,1.66,SFO
51.93,0.06,32.51,0.47,clear-day,0.0,0.0,,1020.19,Clear,51.93,2015-01-03 00:00:00,0.0,9.48,329.0,5.28,1.8,SFO
49.96,0.0,32.93,0.52,clear-night,0.0,0.0,,1020.11,Clear,49.96,2015-01-03 01:00:00,0.0,9.41,340.0,2.88,1.08,SFO
47.26,0.0,32.27,0.56,clear-night,0.0,0.0,,1020.1,Clear,47.26,2015-01-03 02:00:00,0.0,10.0,39.0,2.84,0.93,SFO
45.47,0.0,32.19,0.59,clear-night,0.0,0.0,,1020.76,Clear,45.47,2015-01-03 03:00:00,0.0,10.0,25.0,2.1,0.39,SFO
44.19,0.0,32.07,0.62,clear-night,0.0,0.0,,1021.2,Clear,44.19,2015-01-03 04:00:00,0.0,10.0,7.0,1.98,0.4,SFO
43.22,0.0,32.05,0.64,clear-night,0.0,0.0,,1021.96,Clear,43.22,2015-01-03 05:00:00,0.0,10.0,323.0,1.81,0.72,SFO
42.23,0.0,31.79,0.66,clear-night,0.0,0.0,,1022.28,Clear,42.23,2015-01-03 06:00:00,0.0,10.0,2.0,1.49,0.37,SFO
41.72,0.0,31.67,0.67,clear-night,0.0,0.0,,1021.94,Clear,41.72,2015-01-03 07:00:00,0.0,10.0,79.0,1.47,0.42,SFO
41.19,0.0,31.81,0.69,clear-night,0.0,0.0,,1022.46,Clear,41.19,2015-01-03 08:00:00,0.0,10.0,21.0,1.38,0.21,SFO
40.45,0.0,32.25,0.72,clear-night,0.0,0.0,,1022.36,Clear,40.45,2015-01-03 09:00:00,0.0,9.32,37.0,1.56,0.5,SFO
40.05,0.0,32.25,0.73,clear-night,0.0,0.0,,1023.02,Clear,40.05,2015-01-03 10:00:00,0.0,9.68,85.0,1.48,0.54,SFO
39.74,0.0,32.53,0.75,clear-night,0.0,0.0,,1022.94,Clear,39.74,2015-01-03 11:00:00,0.0,8.92,89.0,1.6,0.8,SFO
39.16,0.0,31.99,0.75,clear-night,0.0,0.0,,1023.15,Clear,39.16,2015-01-03 12:00:00,0.0,9.14,106.0,0.82,0.52,SFO
38.77,0.0,31.44,0.75,clear-night,0.0,0.0,,1023.24,Clear,38.77,2015-01-03 13:00:00,0.0,9.15,93.0,0.92,0.52,SFO
38.46,0.0,30.92,0.74,clear-night,0.0,0.0,,1023.23,Clear,38.46,2015-01-03 14:00:00,0.0,9.11,93.0,1.1,0.52,SFO
38.21,0.06,30.58,0.74,clear-night,0.0,0.0,,1023.48,Clear,38.21,2015-01-03 15:00:00,0.0,9.87,82.0,1.09,0.66,SFO
38.29,0.07,30.81,0.74,clear-day,0.0,0.0,,1023.94,Clear,38.29,2015-01-03 16:00:00,0.0,10.0,70.0,1.15,0.46,SFO
42.55,0.11,33.88,0.71,clear-day,0.0,0.0,,1024.61,Clear,42.55,2015-01-03 17:00:00,0.0,9.2,78.0,1.94,0.58,SFO
46.06,0.12,35.66,0.67,clear-day,0.0,0.0,,1025.41,Clear,46.06,2015-01-03 18:00:00,1.0,9.0,52.0,2.79,0.34,SFO
48.74,0.11,36.22,0.62,clear-day,0.0,0.0,,1025.08,Clear,48.74,2015-01-03 19:00:00,2.0,8.85,34.0,3.83,0.49,SFO
51.35,0.16,37.06,0.58,clear-day,0.0,0.0,,1024.03,Clear,51.35,2015-01-03 20:00:00,2.0,9.23,334.0,4.49,0.6,SFO
52.84,0.16,37.4,0.56,clear-day,0.0,0.0,,1023.98,Clear,52.84,2015-01-03 21:00:00,2.0,9.75,335.0,5.85,1.82,SFO
53.8,0.12,37.55,0.54,clear-day,0.0,0.0,,1023.93,Clear,53.8,2015-01-03 22:00:00,2.0,9.23,330.0,6.12,2.27,SFO
54.54,0.13,37.1,0.52,clear-day,0.0,0.0,,1024.16,Clear,54.54,2015-01-03 23:00:00,1.0,9.39,309.0,4.11,1.2,SFO
54.2,0.15,37.13,0.52,clear-day,0.0,0.0,,1024.73,Clear,54.2,2015-01-04 00:00:00,0.0,9.3,314.0,3.92,1.32,SFO
51.63,0.16,37.3,0.58,clear-night,0.0,0.0,,1024.72,Clear,51.63,2015-01-04 01:00:00,0.0,9.21,338.0,1.0,0.3,SFO
49.09,0.01,37.37,0.64,clear-night,0.0,0.0,,1025.19,Clear,49.09,2015-01-04 02:00:00,0.0,10.0,298.0,1.2,0.4,SFO
47.35,0.0,36.89,0.67,clear-night,0.0,0.0,,1025.4,Clear,47.35,2015-01-04 03:00:00,0.0,9.89,316.0,1.18,0.45,SFO
45.88,0.06,36.27,0.69,clear-night,0.0,0.0,,1025.6,Clear,45.88,2015-01-04 04:00:00,0.0,9.54,354.0,1.18,0.32,SFO
44.79,0.0,35.95,0.71,clear-night,0.0,0.0,,1025.76,Clear,44.79,2015-01-04 05:00:00,0.0,8.94,41.0,1.19,0.27,SFO
44.12,0.21,35.71,0.72,clear-night,0.0,0.0,,1026.32,Clear,44.12,2015-01-04 06:00:00,0.0,9.17,7.0,1.15,0.15,SFO
43.63,0.0,35.59,0.73,clear-night,0.0,0.0,,1026.64,Clear,43.63,2015-01-04 07:00:00,0.0,8.15,1.0,1.27,0.39,SFO
42.67,0.0,34.95,0.74,clear-night,0.0,0.0,,1026.81,Clear,42.67,2015-01-04 08:00:00,0.0,8.86,7.0,1.2,0.22,SFO
42.22,0.0,34.9,0.75,clear-night,0.0,0.0,,1026.47,Clear,42.22,2015-01-04 09:00:00,0.0,8.63,54.0,1.55,0.58,SFO
41.55,0.07,34.65,0.76,clear-night,0.0,0.0,,1026.86,Clear,41.55,2015-01-04 10:00:00,0.0,8.38,60.0,1.24,0.34,SFO
41.34,0.0,34.57,0.77,clear-night,0.0,0.0,,1027.58,Clear,41.34,2015-01-04 11:00:00,0.0,8.82,64.0,1.26,0.34,SFO
41.25,0.16,34.59,0.77,clear-night,0.0,0.0,,1027.67,Clear,41.25,2015-01-04 12:00:00,0.0,8.21,53.0,1.41,0.51,SFO
41.64,0.33,35.01,0.77,partly-cloudy-night,0.0,0.0,,1027.69,Partly Cloudy,41.64,2015-01-04 13:00:00,0.0,7.99,42.0,1.72,0.67,SFO
41.43,0.13,35.22,0.78,clear-night,0.0,0.0,,1028.28,Clear,41.43,2015-01-04 14:00:00,0.0,7.92,59.0,1.59,0.63,SFO
42.16,0.37,35.9,0.78,partly-cloudy-night,0.0,0.0,,1029.06,Partly Cloudy,42.16,2015-01-04 15:00:00,0.0,7.98,61.0,2.04,0.83,SFO
43.08,0.55,36.49,0.77,partly-cloudy-day,0.0,0.0,,1028.87,Partly Cloudy,43.08,2015-01-04 16:00:00,0.0,6.53,100.0,3.12,1.87,SFO
45.16,0.69,37.88,0.75,partly-cloudy-day,0.0,0.0,,1030.01,Mostly Cloudy,45.16,2015-01-04 17:00:00,0.0,7.65,107.0,4.85,0.67,SFO
47.8,0.41,38.48,0.7,partly-cloudy-day,0.0,0.0,,1030.41,Partly Cloudy,47.8,2015-01-04 18:00:00,1.0,7.73,5.0,4.61,1.23,SFO
50.72,0.67,38.81,0.64,partly-cloudy-day,0.0,0.0,,1029.51,Mostly Cloudy,50.72,2015-01-04 19:00:00,2.0,7.11,63.0,5.48,1.08,SFO
52.94,0.75,38.96,0.59,partly-cloudy-day,0.0,0.0,,1029.07,Mostly Cloudy,52.94,2015-01-04 20:00:00,2.0,7.51,70.0,5.38,0.64,SFO
54.8,0.69,39.25,0.56,partly-cloudy-day,0.0,0.0,,1028.43,Mostly Cloudy,54.8,2015-01-04 21:00:00,2.0,7.35,31.0,4.68,0.68,SFO
55.34,0.67,39.52,0.55,partly-cloudy-day,0.0,0.0,,1028.2,Mostly Cloudy,55.34,2015-01-04 22:00:00,1.0,7.41,1.0,3.89,0.76,SFO
55.94,0.75,39.48,0.54,partly-cloudy-day,0.0,0.0,,1028.6,Mostly Cloudy,55.94,2015-01-04 23:00:00,1.0,7.71,20.0,4.79,1.23,SFO
55.67,0.75,39.82,0.55,partly-cloudy-day,0.0,0.0,,1028.49,Mostly Cloudy,55.67,2015-01-05 00:00:00,0.0,7.88,37.0,3.7,0.77,SFO
53.57,0.45,39.61,0.59,partly-cloudy-day,0.0,0.0,,1028.72,Partly Cloudy,53.57,2015-01-05 01:00:00,0.0,6.66,32.0,2.06,0.61,SFO
50.78,0.07,38.62,0.63,clear-night,0.0,0.0,,1028.59,Clear,50.78,2015-01-05 02:00:00,0.0,7.8,52.0,2.26,0.99,SFO
49.3,0.0,37.8,0.64,clear-night,0.0,0.0,,1028.46,Clear,49.3,2015-01-05 03:00:00,0.0,7.15,73.0,2.21,0.83,SFO
48.22,0.0,37.04,0.65,clear-night,0.0,0.0,,1028.22,Clear,48.22,2015-01-05 04:00:00,0.0,7.56,82.0,1.68,0.72,SFO
47.01,0.0,36.46,0.67,clear-night,0.0,0.0,,1028.57,Clear,47.01,2015-01-05 05:00:00,0.0,8.34,52.0,1.95,0.87,SFO
46.51,0.0,35.77,0.66,clear-night,0.0,0.0,,1029.0,Clear,46.51,2015-01-05 06:00:00,0.0,7.48,45.0,2.02,0.76,SFO
45.91,0.0,35.48,0.67,clear-night,0.0,0.0,,1028.94,Clear,45.91,2015-01-05 07:00:00,0.0,7.0,1.0,2.36,0.64,SFO
45.98,0.0,35.02,0.65,clear-night,0.0,0.0,,1028.76,Clear,45.98,2015-01-05 08:00:00,0.0,9.46,59.0,2.23,0.77,SFO
45.18,0.0,34.88,0.67,clear-night,0.0,0.0,,1028.58,Clear,45.18,2015-01-05 09:00:00,0.0,9.22,79.0,2.22,0.99,SFO
44.9,0.0,34.95,0.68,clear-night,0.0,0.0,,1029.01,Clear,44.9,2015-01-05 10:00:00,0.0,8.75,73.0,1.62,0.38,SFO
44.89,0.0,34.63,0.67,clear-night,0.0,0.0,,1028.88,Clear,44.89,2015-01-05 11:00:00,0.0,8.52,38.0,2.43,0.64,SFO
43.73,0.0,34.39,0.69,clear-night,0.0,0.0,,1028.41,Clear,43.73,2015-01-05 12:00:00,0.0,8.43,49.0,2.54,0.61,SFO
43.79,0.0,34.78,0.7,clear-night,0.0,0.0,,1027.91,Clear,43.79,2015-01-05 13:00:00,0.0,7.77,52.0,2.63,0.69,SFO
43.68,0.0,34.57,0.7,clear-night,0.0,0.0,,1028.04,Clear,43.68,2015-01-05 14:00:00,0.0,7.85,23.0,2.79,0.81,SFO
43.6,0.09,34.67,0.71,clear-night,0.0,0.0,,1028.27,Clear,43.6,2015-01-05 15:00:00,0.0,9.04,31.0,3.36,0.9,SFO
44.56,0.24,35.64,0.71,clear-day,0.0,0.0,,1028.2,Clear,44.56,2015-01-05 16:00:00,0.0,7.73,78.0,3.49,0.86,SFO
48.9,0.28,38.32,0.67,partly-cloudy-day,0.0,0.0,,1028.54,Partly Cloudy,48.9,2015-01-05 17:00:00,0.0,7.82,86.0,3.98,1.11,SFO
51.8,0.4,39.07,0.62,partly-cloudy-day,0.0,0.0,,1028.22,Partly Cloudy,51.8,2015-01-05 18:00:00,1.0,6.87,68.0,5.46,1.41,SFO
54.67,0.48,39.83,0.57,partly-cloudy-day,0.0,0.0,,1027.57,Partly Cloudy,54.67,2015-01-05 19:00:00,2.0,6.65,62.0,5.96,1.22,SFO
56.72,0.85,39.77,0.53,partly-cloudy-day,0.0,0.0,,1026.77,Mostly Cloudy,56.72,2015-01-05 20:00:00,2.0,6.83,49.0,5.68,1.45,SFO
58.57,0.54,39.31,0.49,partly-cloudy-day,0.0,0.0,,1025.94,Partly Cloudy,58.57,2015-01-05 21:00:00,2.0,7.39,51.0,7.56,2.02,SFO
59.91,0.51,39.33,0.46,partly-cloudy-day,0.0,0.0,,1025.28,Partly Cloudy,59.91,2015-01-05 22:00:00,1.0,7.99,63.0,6.27,1.83,SFO
60.19,0.64,39.5,0.46,partly-cloudy-day,0.0,0.0,,1025.36,Mostly Cloudy,60.19,2015-01-05 23:00:00,1.0,7.73,65.0,6.43,2.02,SFO
59.99,0.51,39.28,0.46,partly-cloudy-day,0.0,0.0,,1024.97,Partly Cloudy,59.99,2015-01-06 00:00:00,0.0,7.39,58.0,5.92,1.62,SFO
57.26,0.52,39.61,0.52,partly-cloudy-day,0.0,0.0,,1024.61,Partly Cloudy,57.26,2015-01-06 01:00:00,0.0,8.18,71.0,3.61,1.08,SFO
54.74,0.19,39.06,0.55,clear-night,0.0,0.0,,1024.47,Clear,54.74,2015-01-06 02:00:00,0.0,9.58,45.0,2.12,0.6,SFO
53.48,0.18,38.82,0.57,clear-night,0.0,0.0,,1024.2,Clear,53.48,2015-01-06 03:00:00,0.0,9.42,42.0,2.19,0.66,SFO
51.9,0.15,38.71,0.61,clear-night,0.0,0.0,,1024.35,Clear,51.9,2015-01-06 04:00:00,0.0,9.06,65.0,2.23,0.73,SFO
51.09,0.02,38.28,0.61,clear-night,0.0,0.0,,1024.41,Clear,51.09,2015-01-06 05:00:00,0.0,10.0,56.0,2.7,0.77,SFO
50.15,0.0,38.2,0.63,clear-night,0.0,0.0,,1024.37,Clear,50.15,2015-01-06 06:00:00,0.0,10.0,10.0,2.48,0.67,SFO
49.57,0.07,37.83,0.64,clear-night,0.0,0.0,,1023.8,Clear,49.57,2015-01-06 07:00:00,0.0,10.0,64.0,2.63,0.64,SFO
48.47,0.06,37.86,0.67,clear-night,0.0,0.0,,1023.37,Clear,48.47,2015-01-06 08:00:00,0.0,10.0,74.0,2.7,0.86,SFO
48.1,0.0,37.41,0.66,clear-night,0.0,0.0,,1023.44,Clear,48.1,2015-01-06 09:00:00,0.0,10.0,65.0,1.94,0.5,SFO
47.67,0.0,37.34,0.67,clear-night,0.0,0.0,,1023.69,Clear,47.67,2015-01-06 10:00:00,0.0,9.86,38.0,2.28,0.79,SFO
47.03,0.0,36.92,0.68,clear-night,0.0,0.0,,1023.78,Clear,47.03,2015-01-06 11:00:00,0.0,9.59,15.0,2.94,0.84,SFO
46.99,0.0,36.88,0.68,clear-night,0.0,0.0,,1023.29,Clear,46.99,2015-01-06 12:00:00,0.0,10.0,15.0,3.29,0.71,SFO
46.34,0.0,36.96,0.7,clear-night,0.0,0.0,,1023.37,Clear,46.34,2015-01-06 13:00:00,0.0,8.41,46.0,3.1,0.91,SFO
45.97,0.06,37.06,0.71,clear-night,0.0,0.0,,1023.46,Clear,45.97,2015-01-06 14:00:00,0.0,8.7,42.0,3.0,0.65,SFO
45.92,0.13,37.2,0.71,clear-night,0.0,0.0,,1023.75,Clear,45.92,2015-01-06 15:00:00,0.0,8.72,88.0,3.32,0.31,SFO
46.81,0.07,37.75,0.71,clear-day,0.0,0.0,,1024.62,Clear,46.81,2015-01-06 16:00:00,0.0,7.1,40.0,3.68,0.78,SFO
49.88,0.06,40.81,0.71,clear-day,0.0,0.0,,1024.92,Clear,49.88,2015-01-06 17:00:00,0.0,7.04,90.0,4.0,0.83,SFO
53.88,0.07,41.66,0.63,clear-day,0.0,0.0,,1025.17,Clear,53.88,2015-01-06 18:00:00,1.0,6.98,84.0,4.79,1.2,SFO
56.27,0.06,42.14,0.59,clear-day,0.0,0.0,,1024.45,Clear,56.27,2015-01-06 19:00:00,2.0,6.91,66.0,4.95,1.27,SFO
59.02,0.01,42.2,0.54,clear-day,0.0,0.0,,1023.38,Clear,59.02,2015-01-06 20:00:00,2.0,7.44,63.0,5.02,0.97,SFO
60.77,0.06,42.3,0.51,clear-day,0.0,0.0,,1022.59,Clear,60.77,2015-01-06 21:00:00,2.0,6.83,70.0,6.17,1.53,SFO
62.52,0.01,42.32,0.48,clear-day,0.0,0.0,,1021.97,Clear,62.52,2015-01-06 22:00:00,2.0,6.5,69.0,5.49,1.2,SFO
63.44,0.0,42.38,0.46,clear-day,0.0,0.0,,1021.5,Clear,63.44,2015-01-06 23:00:00,1.0,7.19,71.0,5.12,1.37,SFO
62.8,0.01,42.28,0.47,clear-day,0.0,0.0,,1021.56,Clear,62.8,2015-01-07 00:00:00,0.0,7.91,82.0,4.54,0.95,SFO
59.99,0.0,42.48,0.52,clear-day,0.0,0.0,,1021.54,Clear,59.99,2015-01-07 01:00:00,0.0,7.74,71.0,2.61,0.68,SFO
57.16,0.0,42.1,0.57,clear-night,0.0,0.0,,1021.68,Clear,57.16,2015-01-07 02:00:00,0.0,8.08,80.0,1.8,0.54,SFO
55.18,0.0,41.69,0.6,clear-night,0.0,0.0,,1021.98,Clear,55.18,2015-01-07 03:00:00,0.0,9.8,74.0,2.2,0.83,SFO
54.01,0.0,41.19,0.62,clear-night,0.0,0.0,,1022.23,Clear,54.01,2015-01-07 04:00:00,0.0,9.94,79.0,2.23,1.06,SFO
52.6,0.0,40.39,0.63,clear-night,0.0,0.0,,1022.41,Clear,52.6,2015-01-07 05:00:00,0.0,9.92,81.0,2.0,0.84,SFO
52.0,0.0,40.12,0.64,clear-night,0.0,0.0,,1022.41,Clear,52.0,2015-01-07 06:00:00,0.0,10.0,72.0,1.98,0.4,SFO
51.02,0.0,39.84,0.65,clear-night,0.0,0.0,,1022.2,Clear,51.02,2015-01-07 07:00:00,0.0,9.97,88.0,2.45,0.52,SFO
50.18,0.0,39.3,0.66,clear-night,0.0,0.0,,1021.89,Clear,50.18,2015-01-07 08:00:00,0.0,9.68,59.0,2.07,0.4,SFO
49.33,0.0,39.24,0.68,clear-night,0.0,0.0,,1022.03,Clear,49.33,2015-01-07 09:00:00,0.0,9.47,80.0,1.9,0.81,SFO
48.73,0.0,38.94,0.69,clear-night,0.0,0.0,,1021.86,Clear,48.73,2015-01-07 10:00:00,0.0,9.51,73.0,2.05,0.74,SFO
47.98,0.0,38.56,0.7,clear-night,0.0,0.0,,1021.77,Clear,47.98,2015-01-07 11:00:00,0.0,9.68,83.0,2.08,0.71,SFO
47.15,0.0,38.3,0.71,clear-night,0.0,0.0,,1021.28,Clear,47.15,2015-01-07 12:00:00,0.0,9.94,66.0,2.03,0.7,SFO
47.21,0.0,38.15,0.71,clear-night,0.0,0.0,,1020.61,Clear,47.21,2015-01-07 13:00:00,0.0,10.0,60.0,2.34,0.83,SFO
46.56,0.0,38.59,0.74,clear-night,0.0,0.0,,1020.9,Clear,46.56,2015-01-07 14:00:00,0.0,10.0,90.0,3.08,0.85,SFO
46.92,0.0,38.67,0.73,clear-night,0.0,0.0,,1021.77,Clear,46.92,2015-01-07 15:00:00,0.0,9.8,52.0,2.82,0.72,SFO
48.19,0.0,39.19,0.71,clear-day,0.0,0.0,,1022.35,Clear,48.19,2015-01-07 16:00:00,0.0,9.25,64.0,3.09,0.71,SFO
52.37,0.0,42.69,0.7,clear-day,0.0,0.0,,1023.04,Clear,52.37,2015-01-07 17:00:00,0.0,8.94,60.0,3.38,0.79,SFO
56.63,0.46,45.04,0.65,partly-cloudy-day,0.0,0.0,,1023.42,Partly Cloudy,56.63,2015-01-07 18:00:00,1.0,7.7,63.0,4.35,0.54,SFO
60.64,0.09,46.11,0.59,clear-day,0.0,0.0,,1022.86,Clear,60.64,2015-01-07 19:00:00,2.0,8.4,76.0,4.77,0.96,SFO
63.56,0.05,46.11,0.53,clear-day,0.0,0.0,,1021.82,Clear,63.56,2015-01-07 20:00:00,2.0,8.43,86.0,4.7,0.84,SFO
65.67,0.07,46.15,0.49,clear-day,0.0,0.0,,1020.7,Clear,65.67,2015-01-07 21:00:00,2.0,9.22,100.0,5.0,0.7,SFO
67.23,0.06,45.96,0.46,clear-day,0.0,0.0,,1020.17,Clear,67.23,2015-01-07 22:00:00,2.0,9.57,110.0,4.14,0.55,SFO
67.67,0.0,46.08,0.46,clear-day,0.0,0.0,,1019.68,Clear,67.67,2015-01-07 23:00:00,1.0,10.0,65.0,3.85,0.72,SFO
67.41,0.18,45.88,0.46,clear-day,0.0,0.0,,1019.73,Clear,67.41,2015-01-08 00:00:00,0.0,9.09,74.0,3.14,0.08,SFO
63.96,0.19,45.9,0.52,clear-day,0.0,0.0,,1019.27,Clear,63.96,2015-01-08 01:00:00,0.0,9.69,49.0,1.79,0.44,SFO
