apparentTemperature,cloudCover,dewPoint,humidity,icon,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed,NAME_OF_AIRPORT
8.23,0.06,4.04,0.55,clear-night,,0.0,0.0,,1024.07,Clear,17.55,2015-01-01 00:00:00,0.0,7.64,236.0,16.48,6.83,ORD
8.27,0.43,4.44,0.55,partly-cloudy-night,,0.0,0.0,,1023.49,Partly Cloudy,17.7,2015-01-01 01:00:00,0.0,7.93,233.0,16.65,6.99,ORD
8.71,0.06,5.0,0.57,clear-night,,0.0,0.0,,1023.67,Clear,17.72,2015-01-01 02:00:00,0.0,7.88,239.0,15.99,6.53,ORD
9.07,0.0,5.21,0.57,clear-night,,0.0,0.0,,1023.37,Clear,17.91,2015-01-01 03:00:00,0.0,7.88,234.0,15.63,6.39,ORD
9.1,0.0,4.75,0.56,clear-night,,0.0,0.0,,1022.95,Clear,17.82,2015-01-01 04:00:00,0.0,7.88,239.0,15.69,6.25,ORD
8.48,0.0,4.81,0.56,clear-night,,0.0,0.0,,1022.41,Clear,17.77,2015-01-01 05:00:00,0.0,7.88,240.0,15.98,6.85,ORD
7.89,0.0,5.31,0.58,clear-night,,0.0,0.0,,1021.45,Clear,17.5,2015-01-01 06:00:00,0.0,7.88,237.0,16.35,7.15,ORD
7.65,0.0,5.75,0.6,clear-night,,0.0,0.0,,1020.54,Clear,17.16,2015-01-01 07:00:00,0.0,7.88,239.0,15.72,6.96,ORD
7.4,0.0,6.43,0.63,clear-night,,0.0,0.0,,1020.19,Clear,16.66,2015-01-01 08:00:00,0.0,7.88,240.0,15.62,6.59,ORD
6.63,0.0,6.87,0.66,clear-night,,0.0,0.0,,1019.88,Clear,16.17,2015-01-01 09:00:00,0.0,7.88,244.0,15.92,6.77,ORD
6.36,0.0,7.08,0.68,clear-night,,0.0,0.0,,1019.16,Clear,15.65,2015-01-01 10:00:00,0.0,7.88,243.0,13.92,6.4,ORD
6.36,0.0,7.24,0.7,clear-night,,0.0,0.0,,1017.98,Clear,15.22,2015-01-01 11:00:00,0.0,7.88,238.0,13.72,5.89,ORD
5.68,0.0,7.36,0.71,clear-night,,0.0,0.0,,1018.26,Clear,15.18,2015-01-01 12:00:00,0.0,7.88,236.0,13.68,6.52,ORD
6.91,0.05,7.54,0.71,clear-night,,0.0,0.0,,1018.2,Clear,15.21,2015-01-01 13:00:00,0.0,7.88,237.0,13.35,5.38,ORD
6.8,0.19,7.99,0.71,clear-day,,0.0,0.0,,1018.71,Clear,15.53,2015-01-01 14:00:00,0.0,7.88,239.0,13.4,5.83,ORD
8.57,0.19,8.75,0.68,clear-day,,0.0,0.0,,1018.83,Clear,17.38,2015-01-01 15:00:00,0.0,7.88,239.0,15.25,6.26,ORD
11.71,0.21,10.27,0.64,clear-day,,0.0,0.0,,1018.13,Clear,20.43,2015-01-01 16:00:00,1.0,7.88,236.0,16.09,6.82,ORD
15.29,0.21,12.09,0.61,clear-day,,0.0,0.0,,1017.57,Clear,23.61,2015-01-01 17:00:00,1.0,7.88,242.0,17.4,7.13,ORD
18.62,0.42,13.8,0.59,partly-cloudy-day,,0.0,0.0,,1016.5,Partly Cloudy,26.12,2015-01-01 18:00:00,2.0,7.88,246.0,17.49,6.74,ORD
21.47,0.47,15.08,0.57,partly-cloudy-day,,0.0,0.0,,1015.99,Partly Cloudy,28.52,2015-01-01 19:00:00,1.0,7.88,242.0,15.98,6.79,ORD
23.78,0.86,16.08,0.55,partly-cloudy-day,,0.0,0.0,,1015.78,Mostly Cloudy,30.14,2015-01-01 20:00:00,1.0,7.88,236.0,15.92,6.3,ORD
24.51,0.82,16.67,0.55,partly-cloudy-day,,0.0,0.0,,1015.7,Mostly Cloudy,31.03,2015-01-01 21:00:00,0.0,7.88,241.0,14.79,6.74,ORD
24.14,0.75,17.05,0.57,partly-cloudy-day,,0.0,0.0,,1016.35,Mostly Cloudy,30.54,2015-01-01 22:00:00,0.0,7.88,232.0,14.39,6.46,ORD
23.52,0.86,17.23,0.59,partly-cloudy-night,,0.0,0.0,,1016.83,Mostly Cloudy,29.68,2015-01-01 23:00:00,0.0,7.88,232.0,13.73,5.94,ORD
23.33,1.0,17.56,0.6,cloudy,,0.0,0.0,,1018.12,Overcast,29.6,2015-01-02 00:00:00,0.0,7.88,237.0,13.59,6.05,ORD
23.17,0.97,17.68,0.61,cloudy,,0.0,0.0,,1019.1,Overcast,29.25,2015-01-02 01:00:00,0.0,7.42,240.0,12.8,5.75,ORD
23.14,0.6,17.54,0.63,partly-cloudy-night,,0.0,0.0,,1020.03,Mostly Cloudy,28.63,2015-01-02 02:00:00,0.0,7.88,241.0,12.1,4.97,ORD
22.69,0.22,17.52,0.65,clear-night,,0.0,0.0,,1020.6,Clear,27.73,2015-01-02 03:00:00,0.0,7.88,254.0,9.79,4.4,ORD
22.69,0.26,17.83,0.67,partly-cloudy-night,,0.0,0.0,,1020.88,Partly Cloudy,27.18,2015-01-02 04:00:00,0.0,7.88,255.0,9.26,3.85,ORD
26.43,0.43,17.9,0.7,partly-cloudy-night,,0.0,0.0,,1021.33,Partly Cloudy,26.43,2015-01-02 05:00:00,0.0,7.88,260.0,7.05,2.9,ORD
25.23,0.16,17.74,0.73,clear-night,,0.0,0.0,,1021.32,Clear,25.23,2015-01-02 06:00:00,0.0,7.88,264.0,4.96,1.8,ORD
24.03,0.0,17.3,0.75,clear-night,,0.0,0.0,,1021.37,Clear,24.03,2015-01-02 07:00:00,0.0,7.88,267.0,2.28,0.79,ORD
22.7,0.0,16.61,0.77,clear-night,,0.0,0.0,,1022.06,Clear,22.7,2015-01-02 08:00:00,0.0,7.88,256.0,1.88,1.01,ORD
21.57,0.0,16.12,0.79,clear-night,,0.0,0.0,,1022.69,Clear,21.57,2015-01-02 09:00:00,0.0,7.88,254.0,1.39,0.58,ORD
20.56,0.0,15.58,0.81,clear-night,,0.0,0.0,,1023.14,Clear,20.56,2015-01-02 10:00:00,0.0,7.88,253.0,1.39,0.6,ORD
19.44,0.0,14.97,0.82,clear-night,,0.0,0.0,,1023.53,Clear,19.44,2015-01-02 11:00:00,0.0,8.05,256.0,1.04,0.35,ORD
19.04,0.0,14.8,0.83,clear-night,,0.0,0.0,,1024.5,Clear,19.04,2015-01-02 12:00:00,0.0,8.05,254.0,1.04,0.38,ORD
18.33,0.23,14.3,0.84,clear-night,,0.0,0.0,,1024.87,Clear,18.33,2015-01-02 13:00:00,0.0,7.33,258.0,0.87,0.3,ORD
18.12,0.06,14.22,0.84,clear-day,,0.0,0.0,,1025.98,Clear,18.12,2015-01-02 14:00:00,0.0,7.88,267.0,0.78,0.23,ORD
23.6,0.08,18.96,0.82,clear-day,,0.0,0.0,,1027.01,Clear,23.6,2015-01-02 15:00:00,0.0,7.88,262.0,1.89,0.5,ORD
27.76,0.21,21.18,0.76,clear-day,,0.0,0.0,,1027.41,Clear,27.76,2015-01-02 16:00:00,1.0,7.88,270.0,1.52,0.11,ORD
30.42,0.22,22.19,0.71,clear-day,,0.0,0.0,,1026.97,Clear,30.42,2015-01-02 17:00:00,1.0,7.88,194.0,2.01,0.26,ORD
32.93,0.22,21.69,0.63,clear-day,,0.0,0.0,,1026.23,Clear,32.93,2015-01-02 18:00:00,2.0,7.88,232.0,4.42,0.93,ORD
33.69,0.32,21.29,0.6,partly-cloudy-day,,0.0,0.0,,1025.38,Partly Cloudy,33.69,2015-01-02 19:00:00,1.0,7.6,185.0,3.9,0.73,ORD
34.18,0.32,21.56,0.59,partly-cloudy-day,,0.0,0.0,,1025.39,Partly Cloudy,34.18,2015-01-02 20:00:00,1.0,7.88,171.0,4.36,0.86,ORD
33.86,0.43,21.59,0.6,partly-cloudy-day,,0.0,0.0,,1025.23,Partly Cloudy,33.86,2015-01-02 21:00:00,0.0,7.88,157.0,3.22,0.67,ORD
32.7,0.35,21.62,0.63,partly-cloudy-day,,0.0,0.0,,1025.7,Partly Cloudy,32.7,2015-01-02 22:00:00,0.0,7.88,139.0,2.51,0.69,ORD
30.78,0.35,21.34,0.68,partly-cloudy-night,,0.0,0.0,,1025.78,Partly Cloudy,30.78,2015-01-02 23:00:00,0.0,7.88,138.0,1.86,0.65,ORD
30.07,0.29,21.53,0.7,partly-cloudy-night,,0.0,0.0,,1025.68,Partly Cloudy,30.07,2015-01-03 00:00:00,0.0,7.88,131.0,1.91,0.87,ORD
30.41,0.43,22.2,0.71,partly-cloudy-night,,0.0,0.0,,1025.77,Partly Cloudy,30.41,2015-01-03 01:00:00,0.0,7.88,141.0,3.11,1.22,ORD
30.16,0.29,22.38,0.72,partly-cloudy-night,,0.0,0.0,,1025.08,Partly Cloudy,30.16,2015-01-03 02:00:00,0.0,7.88,142.0,3.46,1.79,ORD
30.28,0.29,22.63,0.73,partly-cloudy-night,,0.0,0.0,,1023.78,Partly Cloudy,30.28,2015-01-03 03:00:00,0.0,7.39,149.0,3.79,1.56,ORD
30.25,0.35,22.67,0.73,partly-cloudy-night,,0.0,0.0,,1023.38,Partly Cloudy,30.25,2015-01-03 04:00:00,0.0,7.39,142.0,3.78,1.59,ORD
30.46,0.39,22.85,0.73,partly-cloudy-night,,0.0,0.0,,1022.9,Partly Cloudy,30.46,2015-01-03 05:00:00,0.0,7.39,154.0,3.56,1.46,ORD
30.89,0.83,23.05,0.72,partly-cloudy-night,,0.0,0.0,,1021.11,Mostly Cloudy,30.89,2015-01-03 06:00:00,0.0,7.88,123.0,4.79,1.88,ORD
31.61,1.0,23.54,0.72,cloudy,,0.0,0.0,,1021.16,Overcast,31.61,2015-01-03 07:00:00,0.0,7.88,149.0,1.86,0.55,ORD
31.67,1.0,24.33,0.74,cloudy,,0.0,0.0,,1021.14,Overcast,31.67,2015-01-03 08:00:00,0.0,5.8,115.0,1.48,0.35,ORD
30.34,1.0,26.21,0.84,fog,,0.0,0.0,,1020.07,Foggy,30.34,2015-01-03 09:00:00,0.0,1.41,130.0,4.3,2.03,ORD
30.26,1.0,27.66,0.9,fog,,0.0,0.0,,1018.51,Foggy,30.26,2015-01-03 10:00:00,0.0,1.85,116.0,3.76,1.53,ORD
30.62,1.0,28.36,0.91,fog,,0.0,0.0,,1017.68,Foggy,30.62,2015-01-03 11:00:00,0.0,1.5,105.0,2.38,0.8,ORD
31.22,1.0,29.14,0.92,fog,,0.0,0.0,,1016.41,Foggy,31.22,2015-01-03 12:00:00,0.0,1.74,113.0,3.98,1.58,ORD
31.99,1.0,29.99,0.92,cloudy,0.01,0.0013,0.27,snow,1015.42,Overcast,31.99,2015-01-03 13:00:00,0.0,2.01,120.0,5.23,2.49,ORD
32.38,1.0,30.67,0.93,fog,,0.0062,0.61,rain,1014.61,Foggy,32.38,2015-01-03 14:00:00,0.0,1.79,124.0,3.79,1.28,ORD
32.76,1.0,30.9,0.93,fog,,0.0108,0.71,rain,1013.99,Foggy,32.76,2015-01-03 15:00:00,0.0,1.58,114.0,2.82,0.92,ORD
33.17,1.0,31.55,0.94,rain,,0.0282,0.86,rain,1014.3,Light Rain,33.17,2015-01-03 16:00:00,1.0,1.42,138.0,0.85,0.31,ORD
33.55,1.0,31.72,0.93,rain,,0.0574,0.88,rain,1013.52,Rain,33.55,2015-01-03 17:00:00,1.0,1.4,153.0,0.52,0.01,ORD
33.6,1.0,31.86,0.93,rain,,0.0563,0.95,rain,1011.13,Rain,33.6,2015-01-03 18:00:00,1.0,1.69,56.0,1.19,0.26,ORD
33.64,1.0,32.0,0.94,rain,,0.0605,0.99,rain,1009.25,Rain,33.64,2015-01-03 19:00:00,1.0,1.93,46.0,2.48,0.85,ORD
34.05,1.0,32.49,0.94,rain,,0.0596,1.0,rain,1009.62,Rain,34.05,2015-01-03 20:00:00,1.0,1.58,357.0,2.01,0.4,ORD
34.36,1.0,32.84,0.94,rain,,0.0458,1.0,rain,1009.76,Light Rain,34.36,2015-01-03 21:00:00,0.0,2.34,349.0,1.14,0.37,ORD
34.28,1.0,32.88,0.95,rain,,0.0282,1.0,rain,1009.26,Light Rain,34.28,2015-01-03 22:00:00,0.0,2.53,15.0,2.35,0.76,ORD
34.2,1.0,32.69,0.94,rain,,0.0155,0.97,rain,1008.48,Light Rain,34.2,2015-01-03 23:00:00,0.0,3.04,10.0,2.12,0.8,ORD
34.11,1.0,32.64,0.94,cloudy,,0.006,0.82,rain,1009.64,Overcast,34.11,2015-01-04 00:00:00,0.0,4.05,336.0,3.03,1.05,ORD
34.0,1.0,32.53,0.94,cloudy,,0.0052,0.77,rain,1010.01,Overcast,34.0,2015-01-04 01:00:00,0.0,3.94,328.0,3.29,1.17,ORD
33.85,1.0,32.38,0.94,cloudy,,0.0069,0.87,rain,1009.71,Overcast,33.85,2015-01-04 02:00:00,0.0,2.84,339.0,4.77,1.93,ORD
33.79,1.0,32.36,0.94,cloudy,,0.0064,0.82,rain,1009.0,Overcast,33.79,2015-01-04 03:00:00,0.0,2.49,354.0,4.65,1.81,ORD
33.9,1.0,32.46,0.94,cloudy,,0.0044,0.77,rain,1008.88,Overcast,33.9,2015-01-04 04:00:00,0.0,2.01,349.0,3.51,1.35,ORD
33.96,1.0,32.52,0.94,fog,,0.0052,0.78,rain,1009.4,Foggy,33.96,2015-01-04 05:00:00,0.0,1.73,330.0,2.52,0.63,ORD
33.7,1.0,32.36,0.95,rain,,0.0123,0.97,rain,1008.71,Light Rain,33.7,2015-01-04 06:00:00,0.0,1.61,338.0,1.83,0.65,ORD
33.5,1.0,32.16,0.95,cloudy,,0.0082,0.84,rain,1006.9,Overcast,33.5,2015-01-04 07:00:00,0.0,2.66,346.0,4.78,1.87,ORD
33.48,1.0,32.17,0.95,cloudy,,0.0035,0.56,rain,1007.6,Overcast,33.48,2015-01-04 08:00:00,0.0,2.91,331.0,3.65,1.28,ORD
33.17,1.0,31.87,0.95,fog,,0.0094,0.92,rain,1007.72,Foggy,33.17,2015-01-04 09:00:00,0.0,1.69,316.0,6.25,2.95,ORD
32.64,1.0,31.27,0.95,fog,0.031,0.0041,0.63,snow,1007.43,Foggy,32.64,2015-01-04 10:00:00,0.0,1.21,313.0,6.07,2.57,ORD
29.48,1.0,30.85,0.95,fog,0.009,0.0012,0.21,snow,1007.29,Foggy,32.15,2015-01-04 11:00:00,0.0,1.89,309.0,6.3,3.01,ORD
27.34,1.0,30.28,0.95,fog,0.006,0.0007,0.17,snow,1008.49,Foggy,31.62,2015-01-04 12:00:00,0.0,0.9,306.0,7.99,4.28,ORD
27.22,1.0,29.59,0.94,cloudy,,0.0,0.0,,1009.34,Overcast,31.1,2015-01-04 13:00:00,0.0,2.61,306.0,8.59,3.84,ORD
25.95,1.0,28.98,0.93,cloudy,,0.0,0.0,,1011.13,Overcast,30.65,2015-01-04 14:00:00,0.0,3.08,315.0,10.31,4.53,ORD
25.34,1.0,28.2,0.93,fog,,0.0,0.0,,1012.68,Foggy,30.07,2015-01-04 15:00:00,0.0,1.81,321.0,11.33,4.46,ORD
22.27,1.0,25.71,0.91,fog,,0.0,0.0,,1014.61,Foggy,28.11,2015-01-04 16:00:00,1.0,1.98,308.0,12.04,5.26,ORD
18.26,1.0,22.7,0.89,fog,,0.0,0.0,,1015.54,Foggy,25.38,2015-01-04 17:00:00,1.0,1.28,316.0,14.03,6.1,ORD
16.7,1.0,20.69,0.88,fog,,0.0,0.0,,1016.17,Foggy,23.61,2015-01-04 18:00:00,1.0,1.96,314.0,13.7,5.51,ORD
14.53,1.0,19.16,0.89,fog,,0.0,0.0,,1017.3,Foggy,22.02,2015-01-04 19:00:00,1.0,0.77,318.0,14.36,5.81,ORD
12.81,1.0,17.33,0.86,cloudy,,0.0,0.0,,1019.1,Overcast,20.94,2015-01-04 20:00:00,1.0,2.2,307.0,14.96,6.27,ORD
10.22,1.0,15.01,0.83,cloudy,,0.0,0.0,,1021.62,Overcast,19.22,2015-01-04 21:00:00,0.0,3.65,301.0,15.44,6.85,ORD
7.44,1.0,11.74,0.79,cloudy,,0.0,0.0,,1023.81,Overcast,17.01,2015-01-04 22:00:00,0.0,4.16,303.0,15.56,6.99,ORD
5.42,0.72,8.83,0.78,partly-cloudy-night,,0.0,0.0,,1025.41,Mostly Cloudy,14.45,2015-01-04 23:00:00,0.0,7.65,299.0,14.47,5.92,ORD
3.33,0.18,6.01,0.73,clear-night,,0.0,0.0,,1027.25,Clear,12.86,2015-01-05 00:00:00,0.0,7.88,300.0,15.04,6.1,ORD
1.54,0.0,3.84,0.7,clear-night,,0.0,0.0,,1028.45,Clear,11.57,2015-01-05 01:00:00,0.0,7.88,294.0,14.75,6.34,ORD
-0.4,0.0,1.62,0.68,clear-night,,0.0,0.0,,1029.56,Clear,10.16,2015-01-05 02:00:00,0.0,7.6,296.0,14.88,6.58,ORD
-2.9,0.0,-0.26,0.67,clear-night,,0.0,0.0,,1030.67,Clear,8.36,2015-01-05 03:00:00,0.0,7.88,296.0,15.78,6.91,ORD
-4.97,0.0,-2.18,0.68,clear-night,,0.0,0.0,,1031.59,Clear,6.22,2015-01-05 04:00:00,0.0,7.88,294.0,15.7,6.44,ORD
-7.48,0.0,-3.71,0.69,clear-night,,0.0,0.0,,1032.92,Clear,4.16,2015-01-05 05:00:00,0.0,7.88,295.0,15.42,6.48,ORD
-7.38,0.0,-4.99,0.7,clear-night,,0.0,0.0,,1034.03,Clear,2.65,2015-01-05 06:00:00,0.0,7.88,300.0,12.93,4.98,ORD
-9.55,0.09,-6.27,0.7,clear-night,,0.0,0.0,,1035.81,Clear,1.22,2015-01-05 07:00:00,0.0,7.93,292.0,12.54,5.33,ORD
-10.15,0.0,-7.1,0.71,clear-night,,0.0,0.0,,1036.49,Clear,0.03,2015-01-05 08:00:00,0.0,7.93,296.0,11.52,4.78,ORD
-10.53,0.0,-7.71,0.72,clear-night,,0.0,0.0,,1036.82,Clear,-0.88,2015-01-05 09:00:00,0.0,7.88,287.0,10.46,4.36,ORD
-12.03,0.0,-8.08,0.73,clear-night,,0.0,0.0,,1037.11,Clear,-1.64,2015-01-05 10:00:00,0.0,7.88,284.0,10.89,4.73,ORD
-12.24,0.0,-8.37,0.74,clear-night,,0.0,0.0,,1037.37,Clear,-2.08,2015-01-05 11:00:00,0.0,7.88,284.0,10.69,4.55,ORD
-12.32,0.0,-8.65,0.74,clear-night,,0.0,0.0,,1037.77,Clear,-2.56,2015-01-05 12:00:00,0.0,7.88,273.0,10.06,4.26,ORD
-11.91,0.05,-8.3,0.76,clear-night,,0.0,0.0,,1038.61,Clear,-2.71,2015-01-05 13:00:00,0.0,7.88,265.0,9.76,3.94,ORD
-12.04,0.06,-7.74,0.77,clear-day,,0.0,0.0,,1038.83,Clear,-2.37,2015-01-05 14:00:00,0.0,7.88,268.0,10.48,4.23,ORD
-12.22,0.18,-6.55,0.76,clear-day,,0.0,0.0,,1039.08,Clear,-0.85,2015-01-05 15:00:00,0.0,7.88,273.0,12.53,5.49,ORD
-10.13,0.53,-6.2,0.73,partly-cloudy-day,,0.0,0.0,,1039.06,Partly Cloudy,0.42,2015-01-05 16:00:00,1.0,7.77,278.0,13.01,5.07,ORD
-9.19,0.49,-5.94,0.7,partly-cloudy-day,,0.0,0.0,,1038.11,Partly Cloudy,1.59,2015-01-05 17:00:00,1.0,7.88,264.0,13.07,5.39,ORD
-7.64,0.33,-5.13,0.69,partly-cloudy-day,,0.0,0.0,,1036.94,Partly Cloudy,2.61,2015-01-05 18:00:00,2.0,7.88,256.0,11.49,5.14,ORD
-7.25,0.42,-4.7,0.68,partly-cloudy-day,,0.0,0.0,,1036.7,Partly Cloudy,3.49,2015-01-05 19:00:00,1.0,7.6,258.0,12.96,5.62,ORD
-5.71,0.29,-4.71,0.67,partly-cloudy-day,,0.0,0.0,,1036.09,Partly Cloudy,3.75,2015-01-05 20:00:00,1.0,7.88,260.0,11.33,4.72,ORD
-4.15,0.29,-4.3,0.68,partly-cloudy-day,,0.0,0.0,,1035.86,Partly Cloudy,3.97,2015-01-05 21:00:00,0.0,7.93,257.0,8.83,3.91,ORD
3.84,0.56,-4.11,0.69,partly-cloudy-day,,0.0,0.0,,1034.7,Partly Cloudy,3.84,2015-01-05 22:00:00,0.0,7.93,238.0,6.3,2.58,ORD
-3.76,0.93,-3.11,0.71,partly-cloudy-night,,0.0,0.0,,1034.1,Mostly Cloudy,4.28,2015-01-05 23:00:00,0.0,7.93,229.0,10.21,3.9,ORD
-1.45,1.0,-1.93,0.73,cloudy,,0.0,0.0,,1032.38,Overcast,4.84,2015-01-06 00:00:00,0.0,7.88,215.0,7.43,3.02,ORD
-1.63,1.0,-0.99,0.74,cloudy,,0.0,0.0,,1030.59,Overcast,5.54,2015-01-06 01:00:00,0.0,7.88,195.0,8.16,3.51,ORD
6.31,1.0,0.77,0.77,fog,,0.0,0.0,,1030.92,Foggy,6.31,2015-01-06 02:00:00,0.0,1.38,234.0,6.19,2.45,ORD
6.28,1.0,2.04,0.82,fog,,0.0,0.0,,1030.79,Foggy,6.28,2015-01-06 03:00:00,0.0,0.53,237.0,1.95,0.42,ORD
6.53,1.0,2.5,0.83,fog,,0.0,0.0,,1030.72,Foggy,6.53,2015-01-06 04:00:00,0.0,0.74,227.0,1.31,0.39,ORD
6.68,1.0,2.98,0.84,fog,,0.0,0.0,,1030.68,Foggy,6.68,2015-01-06 05:00:00,0.0,1.05,251.0,1.44,0.42,ORD
6.84,1.0,3.14,0.84,fog,,0.0,0.0,,1029.48,Foggy,6.84,2015-01-06 06:00:00,0.0,1.24,249.0,1.01,0.05,ORD
6.88,1.0,3.2,0.84,cloudy,,0.0,0.0,,1028.25,Overcast,6.88,2015-01-06 07:00:00,0.0,2.43,48.0,1.14,0.21,ORD
6.85,1.0,3.31,0.85,cloudy,,0.0,0.0,,1027.99,Overcast,6.85,2015-01-06 08:00:00,0.0,2.66,3.0,1.83,0.37,ORD
6.46,1.0,2.77,0.84,cloudy,,0.0,0.0,,1028.22,Overcast,6.46,2015-01-06 09:00:00,0.0,5.04,356.0,1.63,0.41,ORD
5.18,0.79,1.31,0.84,partly-cloudy-night,,0.0,0.0,,1028.13,Mostly Cloudy,5.18,2015-01-06 10:00:00,0.0,4.46,333.0,1.43,0.41,ORD
3.84,0.78,-0.28,0.82,partly-cloudy-night,,0.0,0.0,,1028.67,Mostly Cloudy,3.84,2015-01-06 11:00:00,0.0,4.01,311.0,1.73,0.76,ORD
3.02,0.37,-0.86,0.83,partly-cloudy-night,,0.0,0.0,,1029.13,Partly Cloudy,3.02,2015-01-06 12:00:00,0.0,7.08,317.0,3.2,1.34,ORD
1.9,0.12,-2.06,0.83,clear-night,,0.0,0.0,,1029.47,Clear,1.9,2015-01-06 13:00:00,0.0,7.88,298.0,2.99,1.38,ORD
2.01,0.05,-2.21,0.82,clear-day,,0.0,0.0,,1030.31,Clear,2.01,2015-01-06 14:00:00,0.0,7.88,306.0,4.23,1.75,ORD
-2.21,0.05,-0.38,0.8,clear-day,,0.0,0.0,,1030.11,Clear,4.32,2015-01-06 15:00:00,0.0,7.77,304.0,7.84,3.11,ORD
-1.19,0.15,0.94,0.76,clear-day,,0.0,0.0,,1030.31,Clear,6.88,2015-01-06 16:00:00,1.0,7.88,302.0,10.06,4.15,ORD
0.12,0.26,2.05,0.74,partly-cloudy-day,,0.0,0.0,,1029.54,Partly Cloudy,8.68,2015-01-06 17:00:00,1.0,7.88,288.0,10.95,4.68,ORD
1.15,0.26,3.0,0.73,partly-cloudy-day,,0.0,0.0,,1028.48,Partly Cloudy,9.93,2015-01-06 18:00:00,2.0,7.42,261.0,12.75,5.01,ORD
-0.02,0.22,3.33,0.72,clear-day,,0.0,0.0,,1027.77,Clear,10.43,2015-01-06 19:00:00,1.0,7.56,268.0,14.04,6.52,ORD
0.1,0.22,3.53,0.72,clear-day,,0.0,0.0,,1026.97,Clear,10.63,2015-01-06 20:00:00,1.0,7.68,264.0,15.63,6.64,ORD
-0.86,0.68,3.04,0.73,partly-cloudy-day,,0.0,0.0,,1026.86,Mostly Cloudy,9.86,2015-01-06 21:00:00,0.0,6.23,263.0,15.63,6.68,ORD
-2.5,0.32,2.17,0.75,partly-cloudy-day,,0.0,0.0,,1027.0,Partly Cloudy,8.46,2015-01-06 22:00:00,0.0,7.42,260.0,15.73,6.64,ORD
-3.61,0.32,1.71,0.77,partly-cloudy-night,,0.0,0.0,,1027.17,Partly Cloudy,7.34,2015-01-06 23:00:00,0.0,7.65,263.0,13.97,6.42,ORD
-2.89,0.29,1.94,0.77,partly-cloudy-night,,0.0,0.0,,1026.86,Partly Cloudy,7.49,2015-01-07 00:00:00,0.0,7.88,273.0,14.79,5.94,ORD
-2.05,0.63,1.98,0.76,partly-cloudy-night,,0.0,0.0,,1026.26,Mostly Cloudy,8.06,2015-01-07 01:00:00,0.0,7.54,273.0,12.74,5.81,ORD
-0.89,0.9,2.16,0.75,partly-cloudy-night,,0.0,0.0,,1025.88,Mostly Cloudy,8.45,2015-01-07 02:00:00,0.0,7.77,269.0,13.48,5.23,ORD
-1.41,0.98,2.59,0.75,cloudy,,0.0,0.0,,1025.82,Overcast,8.83,2015-01-07 03:00:00,0.0,7.77,274.0,15.27,6.04,ORD
-1.94,0.67,2.37,0.74,partly-cloudy-night,,0.0,0.0,,1026.07,Mostly Cloudy,8.8,2015-01-07 04:00:00,0.0,7.77,283.0,14.97,6.49,ORD
-2.93,0.48,1.11,0.73,partly-cloudy-night,,0.0,0.0,,1026.53,Partly Cloudy,7.78,2015-01-07 05:00:00,0.0,7.77,294.0,15.51,6.28,ORD
-4.41,0.12,-0.58,0.73,clear-night,,0.0,0.0,,1027.27,Clear,6.32,2015-01-07 06:00:00,0.0,7.88,301.0,15.18,6.05,ORD
-6.03,0.1,-1.71,0.73,clear-night,,0.0,0.0,,1028.66,Clear,4.92,2015-01-07 07:00:00,0.0,7.88,305.0,14.25,6.01,ORD
-6.61,0.0,-2.57,0.73,clear-night,,0.0,0.0,,1030.06,Clear,4.09,2015-01-07 08:00:00,0.0,7.88,305.0,13.28,5.68,ORD
-7.58,0.01,-3.9,0.71,clear-night,,0.0,0.0,,1031.41,Clear,3.4,2015-01-07 09:00:00,0.0,7.88,317.0,14.69,5.79,ORD
-9.22,0.0,-6.13,0.66,clear-night,,0.0,0.0,,1032.63,Clear,2.56,2015-01-07 10:00:00,0.0,7.47,313.0,15.15,6.32,ORD
-10.47,0.0,-7.6,0.64,clear-night,,0.0,0.0,,1033.67,Clear,1.67,2015-01-07 11:00:00,0.0,7.88,312.0,15.52,6.48,ORD
-11.94,0.0,-8.36,0.64,clear-night,,0.0,0.0,,1034.87,Clear,0.99,2015-01-07 12:00:00,0.0,7.88,316.0,16.19,7.06,ORD
-11.62,0.05,-9.08,0.64,clear-night,,0.0,0.0,,1036.28,Clear,0.16,2015-01-07 13:00:00,0.0,7.88,315.0,14.0,5.95,ORD
-13.37,0.09,-9.73,0.64,clear-day,,0.0,0.0,,1037.74,Clear,-0.39,2015-01-07 14:00:00,0.0,7.42,317.0,15.49,6.85,ORD
-12.65,0.05,-10.02,0.61,clear-day,,0.0,0.0,,1039.25,Clear,0.15,2015-01-07 15:00:00,0.0,7.27,314.0,17.65,6.79,ORD
-13.1,0.08,-9.77,0.6,clear-day,,0.0,0.0,,1040.15,Clear,0.8,2015-01-07 16:00:00,1.0,7.34,316.0,17.93,7.96,ORD
-12.05,0.08,-9.23,0.6,clear-day,,0.0,0.0,,1041.01,Clear,1.53,2015-01-07 17:00:00,1.0,7.88,316.0,17.5,7.79,ORD
-11.34,0.05,-9.09,0.59,clear-day,,0.0,0.0,,1041.56,Clear,1.9,2015-01-07 18:00:00,2.0,7.84,320.0,16.33,7.53,ORD
