apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed,NAME_OF_AIRPORT
35.7,0.95,7.72,0.26,cloudy,0.0,0.0,,1015.9,Overcast,39.63,2015-01-01 00:00:00,0,10.0,38.0,14.66,5.46,LAS
34.55,1.0,8.87,0.28,cloudy,0.0,0.0,,1015.88,Overcast,38.84,2015-01-01 01:00:00,0,10.0,41.0,14.11,5.76,LAS
33.84,1.0,13.82,0.37,cloudy,0.0,0.0,,1016.47,Overcast,37.8,2015-01-01 02:00:00,0,10.0,48.0,13.05,5.07,LAS
32.87,1.0,15.04,0.4,cloudy,0.0,0.0,,1016.77,Overcast,37.05,2015-01-01 03:00:00,0,10.0,52.0,13.19,5.17,LAS
32.55,0.93,15.57,0.43,partly-cloudy-night,0.0,0.0,,1016.86,Mostly Cloudy,36.11,2015-01-01 04:00:00,0,10.0,38.0,10.88,4.28,LAS
32.62,0.93,15.19,0.43,partly-cloudy-night,0.0,0.0,,1017.05,Mostly Cloudy,35.3,2015-01-01 05:00:00,0,10.0,30.0,9.11,3.35,LAS
34.76,0.95,16.37,0.47,cloudy,0.0,0.0,,1017.75,Overcast,34.76,2015-01-01 06:00:00,0,10.0,33.0,8.57,1.64,LAS
34.57,0.94,16.99,0.48,cloudy,0.0,0.0,,1017.95,Overcast,34.57,2015-01-01 07:00:00,0,10.0,37.0,7.79,1.31,LAS
34.23,0.83,16.1,0.47,partly-cloudy-night,0.0,0.0,,1017.51,Mostly Cloudy,34.23,2015-01-01 08:00:00,0,10.0,18.0,6.28,1.15,LAS
33.39,1.0,15.19,0.47,cloudy,0.0,0.0,,1017.46,Overcast,33.39,2015-01-01 09:00:00,0,10.0,350.0,7.4,1.31,LAS
32.79,1.0,15.8,0.49,cloudy,0.0,0.0,,1017.84,Overcast,32.79,2015-01-01 10:00:00,0,10.0,292.0,5.82,0.5,LAS
32.55,0.85,14.98,0.48,partly-cloudy-night,0.0,0.0,,1018.31,Mostly Cloudy,32.55,2015-01-01 11:00:00,0,10.0,332.0,5.38,0.73,LAS
32.09,0.42,14.51,0.48,partly-cloudy-night,0.0,0.0,,1018.53,Partly Cloudy,32.09,2015-01-01 12:00:00,0,10.0,31.0,5.17,1.21,LAS
32.31,0.48,15.3,0.49,partly-cloudy-night,0.0,0.0,,1018.96,Partly Cloudy,32.31,2015-01-01 13:00:00,0,10.0,30.0,8.23,2.63,LAS
31.36,0.4,16.41,0.53,partly-cloudy-night,0.0,0.0,,1020.08,Partly Cloudy,31.36,2015-01-01 14:00:00,0,10.0,339.0,6.99,1.28,LAS
30.79,0.14,15.55,0.53,clear-day,0.0,0.0,,1021.08,Clear,30.79,2015-01-01 15:00:00,0,10.0,250.0,5.26,0.43,LAS
33.27,0.06,16.7,0.5,clear-day,0.0,0.0,,1022.01,Clear,33.27,2015-01-01 16:00:00,0,10.0,259.0,5.06,0.57,LAS
36.44,0.0,17.02,0.45,clear-day,0.0,0.0,,1022.39,Clear,36.44,2015-01-01 17:00:00,1,10.0,252.0,6.19,0.83,LAS
39.09,0.0,17.11,0.4,clear-day,0.0,0.0,,1022.74,Clear,39.09,2015-01-01 18:00:00,2,10.0,151.0,5.79,0.41,LAS
40.74,0.0,16.0,0.36,clear-day,0.0,0.0,,1022.07,Clear,40.74,2015-01-01 19:00:00,2,10.0,55.0,6.94,1.3,LAS
42.28,0.0,14.73,0.32,clear-day,0.0,0.0,,1021.37,Clear,42.28,2015-01-01 20:00:00,3,10.0,40.0,6.99,1.07,LAS
44.08,0.0,13.54,0.29,clear-day,0.0,0.0,,1020.57,Clear,44.08,2015-01-01 21:00:00,2,10.0,93.0,6.75,0.27,LAS
44.21,0.0,12.07,0.27,clear-day,0.0,0.0,,1020.15,Clear,44.21,2015-01-01 22:00:00,1,10.0,156.0,5.8,0.94,LAS
44.75,0.0,11.54,0.25,clear-day,0.0,0.0,,1020.45,Clear,44.75,2015-01-01 23:00:00,1,10.0,126.0,7.02,1.44,LAS
43.45,0.0,11.28,0.26,clear-day,0.0,0.0,,1020.87,Clear,43.45,2015-01-02 00:00:00,0,10.0,97.0,4.7,1.04,LAS
41.25,0.0,11.62,0.29,clear-night,0.0,0.0,,1021.08,Clear,41.25,2015-01-02 01:00:00,0,10.0,87.0,3.31,1.05,LAS
38.15,0.0,12.61,0.34,clear-night,0.0,0.0,,1022.2,Clear,38.15,2015-01-02 02:00:00,0,10.0,75.0,3.73,1.31,LAS
36.29,0.0,12.96,0.38,clear-night,0.0,0.0,,1023.19,Clear,36.29,2015-01-02 03:00:00,0,10.0,350.0,2.42,0.25,LAS
34.81,0.0,13.13,0.4,clear-night,0.0,0.0,,1023.69,Clear,34.81,2015-01-02 04:00:00,0,10.0,352.0,2.66,0.57,LAS
34.14,0.0,13.1,0.41,clear-night,0.0,0.0,,1023.13,Clear,34.14,2015-01-02 05:00:00,0,10.0,322.0,3.71,1.07,LAS
33.0,0.0,13.15,0.43,clear-night,0.0,0.0,,1023.13,Clear,33.0,2015-01-02 06:00:00,0,10.0,316.0,4.44,1.25,LAS
32.27,0.0,13.25,0.45,clear-night,0.0,0.0,,1022.89,Clear,32.27,2015-01-02 07:00:00,0,10.0,292.0,3.38,0.75,LAS
31.11,0.0,12.81,0.46,clear-night,0.0,0.0,,1022.61,Clear,31.11,2015-01-02 08:00:00,0,10.0,305.0,4.46,1.49,LAS
30.34,0.0,12.1,0.46,clear-night,0.0,0.0,,1022.57,Clear,30.34,2015-01-02 09:00:00,0,10.0,308.0,3.08,1.21,LAS
30.18,0.0,12.07,0.46,clear-night,0.0,0.0,,1022.48,Clear,30.18,2015-01-02 10:00:00,0,10.0,298.0,2.91,1.25,LAS
28.67,0.0,11.89,0.49,clear-night,0.0,0.0,,1022.79,Clear,28.67,2015-01-02 11:00:00,0,10.0,331.0,2.84,0.59,LAS
28.99,0.0,12.11,0.49,clear-night,0.0,0.0,,1022.79,Clear,28.99,2015-01-02 12:00:00,0,10.0,306.0,2.92,0.81,LAS
29.13,0.0,12.17,0.49,clear-night,0.0,0.0,,1022.31,Clear,29.13,2015-01-02 13:00:00,0,10.0,291.0,4.82,1.34,LAS
28.15,0.0,11.8,0.5,clear-night,0.0,0.0,,1023.19,Clear,28.15,2015-01-02 14:00:00,0,10.0,304.0,5.07,1.81,LAS
29.13,0.0,11.7,0.48,clear-day,0.0,0.0,,1023.82,Clear,29.13,2015-01-02 15:00:00,0,10.0,322.0,4.96,1.72,LAS
31.83,0.0,12.15,0.43,clear-day,0.0,0.0,,1024.7,Clear,31.83,2015-01-02 16:00:00,0,10.0,303.0,5.24,1.67,LAS
38.15,0.0,12.47,0.34,clear-day,0.0,0.0,,1024.52,Clear,38.15,2015-01-02 17:00:00,1,10.0,306.0,2.78,0.24,LAS
41.38,0.0,12.16,0.3,clear-day,0.0,0.0,,1024.42,Clear,41.38,2015-01-02 18:00:00,2,10.0,30.0,4.75,0.53,LAS
43.68,0.0,11.99,0.27,clear-day,0.0,0.0,,1023.21,Clear,43.68,2015-01-02 19:00:00,2,10.0,29.0,7.54,1.18,LAS
45.25,0.0,11.66,0.25,clear-day,0.0,0.0,,1021.98,Clear,45.25,2015-01-02 20:00:00,3,10.0,18.0,8.31,1.72,LAS
46.84,0.0,11.64,0.24,clear-day,0.0,0.0,,1020.92,Clear,46.84,2015-01-02 21:00:00,2,10.0,45.0,7.89,1.09,LAS
47.9,0.0,12.09,0.23,clear-day,0.0,0.0,,1020.44,Clear,47.9,2015-01-02 22:00:00,1,10.0,39.0,6.4,0.91,LAS
48.07,0.0,12.19,0.23,clear-day,0.0,0.0,,1020.28,Clear,48.07,2015-01-02 23:00:00,1,10.0,342.0,6.19,1.29,LAS
47.24,0.0,12.1,0.24,clear-day,0.0,0.0,,1020.2,Clear,47.24,2015-01-03 00:00:00,0,10.0,358.0,2.81,0.33,LAS
44.98,0.0,12.56,0.26,clear-night,0.0,0.0,,1019.82,Clear,44.98,2015-01-03 01:00:00,0,10.0,265.0,2.59,0.3,LAS
41.18,0.0,12.44,0.3,clear-night,0.0,0.0,,1020.91,Clear,41.18,2015-01-03 02:00:00,0,10.0,285.0,2.71,0.59,LAS
39.57,0.0,12.69,0.33,clear-night,0.0,0.0,,1021.91,Clear,39.57,2015-01-03 03:00:00,0,10.0,284.0,3.2,1.35,LAS
38.69,0.0,12.66,0.34,clear-night,0.0,0.0,,1021.62,Clear,38.69,2015-01-03 04:00:00,0,10.0,251.0,4.77,1.85,LAS
37.21,0.0,13.2,0.37,clear-night,0.0,0.0,,1021.28,Clear,37.21,2015-01-03 05:00:00,0,10.0,297.0,3.87,1.21,LAS
36.16,0.0,12.92,0.38,clear-night,0.0,0.0,,1021.62,Clear,36.16,2015-01-03 06:00:00,0,10.0,271.0,2.43,0.84,LAS
35.27,0.0,12.93,0.39,clear-night,0.0,0.0,,1021.53,Clear,35.27,2015-01-03 07:00:00,0,10.0,287.0,3.53,1.45,LAS
35.01,0.0,13.18,0.4,clear-night,0.0,0.0,,1021.79,Clear,35.01,2015-01-03 08:00:00,0,10.0,272.0,2.91,0.97,LAS
34.04,0.0,13.33,0.42,clear-night,0.0,0.0,,1021.79,Clear,34.04,2015-01-03 09:00:00,0,10.0,278.0,2.45,1.04,LAS
33.01,0.0,13.8,0.45,clear-night,0.0,0.0,,1021.89,Clear,33.01,2015-01-03 10:00:00,0,10.0,311.0,3.48,1.2,LAS
32.82,0.0,13.89,0.45,clear-night,0.0,0.0,,1021.62,Clear,32.82,2015-01-03 11:00:00,0,10.0,298.0,4.6,1.62,LAS
32.31,0.0,13.27,0.45,clear-night,0.0,0.0,,1022.09,Clear,32.31,2015-01-03 12:00:00,0,10.0,276.0,2.82,1.06,LAS
31.84,0.0,12.97,0.45,clear-night,0.0,0.0,,1022.31,Clear,31.84,2015-01-03 13:00:00,0,10.0,288.0,2.93,1.2,LAS
31.51,0.0,13.12,0.46,clear-night,0.0,0.0,,1022.8,Clear,31.51,2015-01-03 14:00:00,0,10.0,293.0,2.6,0.98,LAS
31.28,0.0,13.19,0.47,clear-day,0.0,0.0,,1024.13,Clear,31.28,2015-01-03 15:00:00,0,10.0,291.0,2.58,1.23,LAS
36.27,0.0,14.26,0.4,clear-day,0.0,0.0,,1025.32,Clear,36.27,2015-01-03 16:00:00,0,10.0,254.0,3.97,1.19,LAS
42.04,0.0,14.08,0.32,clear-day,0.0,0.0,,1025.51,Clear,42.04,2015-01-03 17:00:00,1,10.0,242.0,3.47,0.67,LAS
45.2,0.0,14.49,0.29,clear-day,0.0,0.0,,1025.12,Clear,45.2,2015-01-03 18:00:00,2,10.0,213.0,3.64,0.57,LAS
48.23,0.0,14.91,0.26,clear-day,0.0,0.0,,1024.19,Clear,48.23,2015-01-03 19:00:00,2,10.0,101.0,4.93,0.39,LAS
49.48,0.0,15.69,0.26,clear-day,0.0,0.0,,1023.45,Clear,49.48,2015-01-03 20:00:00,3,10.0,63.0,6.99,1.35,LAS
50.74,0.0,15.6,0.24,clear-day,0.0,0.0,,1022.59,Clear,50.74,2015-01-03 21:00:00,2,10.0,69.0,6.05,1.61,LAS
52.09,0.0,16.17,0.24,clear-day,0.0,0.0,,1022.67,Clear,52.09,2015-01-03 22:00:00,1,10.0,94.0,4.7,0.48,LAS
52.35,0.0,16.2,0.24,clear-day,0.0,0.0,,1022.89,Clear,52.35,2015-01-03 23:00:00,1,10.0,108.0,6.17,1.17,LAS
50.97,0.0,16.59,0.25,clear-day,0.0,0.0,,1023.22,Clear,50.97,2015-01-04 00:00:00,0,10.0,97.0,5.41,1.25,LAS
48.0,0.08,16.44,0.28,clear-night,0.0,0.0,,1023.96,Clear,48.0,2015-01-04 01:00:00,0,10.0,86.0,2.47,0.77,LAS
44.87,0.0,16.6,0.32,clear-night,0.0,0.0,,1024.93,Clear,44.87,2015-01-04 02:00:00,0,10.0,53.0,1.94,0.52,LAS
42.72,0.0,16.72,0.35,clear-night,0.0,0.0,,1026.49,Clear,42.72,2015-01-04 03:00:00,0,10.0,62.0,2.37,0.64,LAS
41.65,0.0,16.97,0.36,clear-night,0.0,0.0,,1027.29,Clear,41.65,2015-01-04 04:00:00,0,10.0,5.0,3.76,0.93,LAS
40.28,0.0,16.82,0.38,clear-night,0.0,0.0,,1027.32,Clear,40.28,2015-01-04 05:00:00,0,10.0,309.0,3.51,0.65,LAS
39.26,0.0,17.14,0.4,clear-night,0.0,0.0,,1027.79,Clear,39.26,2015-01-04 06:00:00,0,10.0,199.0,2.73,0.29,LAS
38.05,0.0,17.21,0.42,clear-night,0.0,0.0,,1028.63,Clear,38.05,2015-01-04 07:00:00,0,10.0,335.0,2.94,0.59,LAS
36.93,0.0,17.22,0.44,clear-night,0.0,0.0,,1028.68,Clear,36.93,2015-01-04 08:00:00,0,10.0,10.0,2.55,0.68,LAS
36.35,0.0,17.59,0.46,clear-night,0.0,0.0,,1028.39,Clear,36.35,2015-01-04 09:00:00,0,10.0,272.0,2.68,0.68,LAS
35.38,0.0,17.64,0.48,clear-night,0.0,0.0,,1028.69,Clear,35.38,2015-01-04 10:00:00,0,10.0,277.0,2.57,0.95,LAS
34.96,0.0,17.28,0.48,clear-night,0.0,0.0,,1029.16,Clear,34.96,2015-01-04 11:00:00,0,10.0,287.0,2.63,0.64,LAS
34.49,0.0,17.64,0.5,clear-night,0.0,0.0,,1028.68,Clear,34.49,2015-01-04 12:00:00,0,10.0,293.0,2.79,1.21,LAS
33.48,0.0,17.69,0.52,clear-night,0.0,0.0,,1029.39,Clear,33.48,2015-01-04 13:00:00,0,10.0,281.0,3.16,0.85,LAS
33.49,0.0,17.27,0.51,clear-night,0.0,0.0,,1030.59,Clear,33.49,2015-01-04 14:00:00,0,10.0,274.0,2.66,0.97,LAS
33.46,0.0,17.48,0.51,clear-day,0.0,0.0,,1031.39,Clear,33.46,2015-01-04 15:00:00,0,10.0,279.0,2.4,0.66,LAS
37.61,0.0,18.44,0.45,clear-day,0.0,0.0,,1032.13,Clear,37.61,2015-01-04 16:00:00,0,10.0,289.0,2.7,0.67,LAS
44.73,0.0,18.92,0.35,clear-day,0.0,0.0,,1032.19,Clear,44.73,2015-01-04 17:00:00,1,10.0,216.0,1.91,0.46,LAS
47.31,0.0,19.02,0.32,clear-day,0.0,0.0,,1032.02,Clear,47.31,2015-01-04 18:00:00,2,10.0,178.0,3.36,0.21,LAS
50.01,0.0,19.12,0.29,clear-day,0.0,0.0,,1031.6,Clear,50.01,2015-01-04 19:00:00,3,10.0,71.0,3.8,0.12,LAS
50.67,0.0,19.0,0.28,clear-day,0.0,0.0,,1030.97,Clear,50.67,2015-01-04 20:00:00,3,10.0,49.0,4.94,0.47,LAS
52.1,0.0,19.26,0.27,clear-day,0.0,0.0,,1029.99,Clear,52.1,2015-01-04 21:00:00,2,10.0,23.0,3.51,0.31,LAS
52.21,0.0,19.81,0.28,clear-day,0.0,0.0,,1029.99,Clear,52.21,2015-01-04 22:00:00,1,10.0,21.0,5.12,0.76,LAS
51.53,0.0,19.81,0.28,clear-day,0.0,0.0,,1029.86,Clear,51.53,2015-01-04 23:00:00,1,10.0,45.0,3.95,0.99,LAS
51.49,0.15,19.81,0.28,clear-day,0.0,0.0,,1030.61,Clear,51.49,2015-01-05 00:00:00,0,10.0,16.0,2.69,0.97,LAS
49.31,0.28,19.86,0.31,partly-cloudy-night,0.0,0.0,,1030.82,Partly Cloudy,49.31,2015-01-05 01:00:00,0,10.0,14.0,1.42,0.49,LAS
46.59,0.0,19.71,0.34,clear-night,0.0,0.0,,1032.3,Clear,46.59,2015-01-05 02:00:00,0,10.0,319.0,2.5,0.75,LAS
45.91,0.0,19.89,0.35,clear-night,0.0,0.0,,1032.47,Clear,45.91,2015-01-05 03:00:00,0,10.0,336.0,2.6,0.88,LAS
44.29,0.0,20.23,0.38,clear-night,0.0,0.0,,1031.87,Clear,44.29,2015-01-05 04:00:00,0,10.0,260.0,2.37,0.67,LAS
42.95,0.0,20.08,0.4,clear-night,0.0,0.0,,1032.04,Clear,42.95,2015-01-05 05:00:00,0,10.0,297.0,3.04,1.08,LAS
40.98,0.0,19.9,0.42,clear-night,0.0,0.0,,1032.09,Clear,40.98,2015-01-05 06:00:00,0,10.0,280.0,3.3,0.99,LAS
40.31,0.0,20.21,0.44,clear-night,0.0,0.0,,1032.04,Clear,40.31,2015-01-05 07:00:00,0,10.0,275.0,3.05,1.22,LAS
40.11,0.0,19.92,0.44,clear-night,0.0,0.0,,1031.68,Clear,40.11,2015-01-05 08:00:00,0,10.0,287.0,3.4,1.75,LAS
39.31,0.0,19.51,0.45,clear-night,0.0,0.0,,1031.64,Clear,39.31,2015-01-05 09:00:00,0,10.0,296.0,3.49,1.18,LAS
38.48,0.0,19.72,0.46,clear-night,0.0,0.0,,1031.68,Clear,38.48,2015-01-05 10:00:00,0,10.0,308.0,2.44,1.26,LAS
37.3,0.0,19.34,0.48,clear-night,0.0,0.0,,1031.64,Clear,37.3,2015-01-05 11:00:00,0,10.0,301.0,3.1,0.81,LAS
37.58,0.0,19.54,0.48,clear-night,0.0,0.0,,1031.51,Clear,37.58,2015-01-05 12:00:00,0,10.0,302.0,3.17,0.92,LAS
37.67,0.0,19.4,0.47,clear-night,0.0,0.0,,1031.87,Clear,37.67,2015-01-05 13:00:00,0,10.0,307.0,2.38,1.09,LAS
37.21,0.0,19.58,0.48,clear-night,0.0,0.0,,1032.43,Clear,37.21,2015-01-05 14:00:00,0,10.0,296.0,3.17,0.83,LAS
37.39,0.0,19.68,0.48,clear-day,0.0,0.0,,1033.4,Clear,37.39,2015-01-05 15:00:00,0,10.0,295.0,3.13,1.06,LAS
41.94,0.0,20.2,0.41,clear-day,0.0,0.0,,1034.28,Clear,41.94,2015-01-05 16:00:00,0,10.0,295.0,3.16,0.76,LAS
48.26,0.0,21.37,0.34,clear-day,0.0,0.0,,1033.7,Clear,48.26,2015-01-05 17:00:00,1,10.0,292.0,2.47,0.16,LAS
52.19,0.0,21.04,0.29,clear-day,0.0,0.0,,1033.29,Clear,52.19,2015-01-05 18:00:00,2,10.0,329.0,2.41,0.23,LAS
55.07,0.0,21.49,0.27,clear-day,0.0,0.0,,1031.8,Clear,55.07,2015-01-05 19:00:00,3,10.0,25.0,3.45,0.49,LAS
56.59,0.0,21.91,0.26,clear-day,0.0,0.0,,1030.86,Clear,56.59,2015-01-05 20:00:00,3,10.0,20.0,5.54,1.2,LAS
58.58,0.0,22.3,0.24,clear-day,0.0,0.0,,1029.98,Clear,58.58,2015-01-05 21:00:00,2,10.0,19.0,5.41,1.19,LAS
59.95,0.0,22.24,0.23,clear-day,0.0,0.0,,1029.43,Clear,59.95,2015-01-05 22:00:00,1,10.0,72.0,4.46,0.35,LAS
60.25,0.0,22.11,0.23,clear-day,0.0,0.0,,1029.02,Clear,60.25,2015-01-05 23:00:00,1,10.0,84.0,2.7,0.33,LAS
58.93,0.0,22.75,0.25,clear-day,0.0,0.0,,1029.05,Clear,58.93,2015-01-06 00:00:00,0,10.0,52.0,2.25,0.24,LAS
55.63,0.0,22.72,0.28,clear-night,0.0,0.0,,1029.43,Clear,55.63,2015-01-06 01:00:00,0,10.0,330.0,1.71,0.2,LAS
51.5,0.0,22.67,0.32,clear-night,0.0,0.0,,1030.44,Clear,51.5,2015-01-06 02:00:00,0,10.0,323.0,2.33,0.43,LAS
49.78,0.0,22.76,0.34,clear-night,0.0,0.0,,1030.12,Clear,49.78,2015-01-06 03:00:00,0,10.0,324.0,3.61,1.4,LAS
48.68,0.0,23.55,0.37,clear-night,0.0,0.0,,1030.54,Clear,48.68,2015-01-06 04:00:00,0,10.0,297.0,3.24,1.12,LAS
47.52,0.0,23.23,0.38,clear-night,0.0,0.0,,1030.12,Clear,47.52,2015-01-06 05:00:00,0,10.0,280.0,2.65,0.42,LAS
46.8,0.0,23.71,0.4,clear-night,0.0,0.0,,1029.66,Clear,46.8,2015-01-06 06:00:00,0,10.0,330.0,3.44,0.99,LAS
46.63,0.0,24.02,0.41,clear-night,0.0,0.0,,1029.0,Clear,46.63,2015-01-06 07:00:00,0,10.0,307.0,2.79,1.2,LAS
45.46,0.0,23.53,0.42,clear-night,0.0,0.0,,1029.52,Clear,45.46,2015-01-06 08:00:00,0,10.0,289.0,3.29,0.7,LAS
44.5,0.0,23.64,0.43,clear-night,0.0,0.0,,1030.03,Clear,44.5,2015-01-06 09:00:00,0,10.0,328.0,3.25,0.67,LAS
44.62,0.0,24.43,0.45,clear-night,0.0,0.0,,1029.91,Clear,44.62,2015-01-06 10:00:00,0,10.0,294.0,3.72,1.06,LAS
43.28,0.0,24.53,0.47,clear-night,0.0,0.0,,1029.69,Clear,43.28,2015-01-06 11:00:00,0,10.0,305.0,3.93,1.25,LAS
42.4,0.0,24.08,0.48,clear-night,0.0,0.0,,1029.97,Clear,42.4,2015-01-06 12:00:00,0,10.0,318.0,3.82,0.98,LAS
43.07,0.0,24.69,0.48,clear-night,0.0,0.0,,1029.69,Clear,43.07,2015-01-06 13:00:00,0,10.0,305.0,3.8,1.36,LAS
43.47,0.0,24.62,0.47,clear-night,0.0,0.0,,1030.29,Clear,43.47,2015-01-06 14:00:00,0,10.0,284.0,3.61,0.79,LAS
43.11,0.0,25.27,0.49,clear-day,0.0,0.0,,1031.23,Clear,43.11,2015-01-06 15:00:00,0,10.0,297.0,3.23,0.69,LAS
47.31,0.0,25.86,0.43,clear-day,0.0,0.0,,1031.51,Clear,47.31,2015-01-06 16:00:00,0,10.0,298.0,3.81,0.94,LAS
53.36,0.0,26.97,0.36,clear-day,0.0,0.0,,1031.28,Clear,53.36,2015-01-06 17:00:00,1,10.0,248.0,2.87,0.25,LAS
58.23,0.0,26.75,0.3,clear-day,0.0,0.0,,1030.89,Clear,58.23,2015-01-06 18:00:00,2,10.0,273.0,2.96,0.23,LAS
61.39,0.0,28.14,0.28,clear-day,0.0,0.0,,1029.8,Clear,61.39,2015-01-06 19:00:00,3,10.0,342.0,4.1,0.47,LAS
63.14,0.0,29.01,0.27,clear-day,0.0,0.0,,1028.18,Clear,63.14,2015-01-06 20:00:00,3,10.0,21.0,4.01,0.57,LAS
66.04,0.0,29.34,0.25,clear-day,0.0,0.0,,1026.95,Clear,66.04,2015-01-06 21:00:00,2,10.0,120.0,4.62,0.52,LAS
67.43,0.0,29.72,0.24,clear-day,0.0,0.0,,1026.19,Clear,67.43,2015-01-06 22:00:00,1,10.0,94.0,3.54,0.22,LAS
67.77,0.0,30.32,0.25,clear-day,0.0,0.0,,1025.74,Clear,67.77,2015-01-06 23:00:00,1,10.0,48.0,3.92,0.3,LAS
66.62,0.0,30.52,0.26,clear-day,0.0,0.0,,1025.53,Clear,66.62,2015-01-07 00:00:00,0,10.0,2.0,2.61,0.6,LAS
62.67,0.0,30.94,0.3,clear-night,0.0,0.0,,1025.41,Clear,62.67,2015-01-07 01:00:00,0,10.0,31.0,2.07,0.36,LAS
58.12,0.0,30.9,0.35,clear-night,0.0,0.0,,1026.98,Clear,58.12,2015-01-07 02:00:00,0,10.0,290.0,3.07,0.48,LAS
56.5,0.0,31.16,0.38,clear-night,0.0,0.0,,1027.09,Clear,56.5,2015-01-07 03:00:00,0,10.0,8.0,4.54,0.5,LAS
55.07,0.0,31.28,0.4,clear-night,0.0,0.0,,1027.29,Clear,55.07,2015-01-07 04:00:00,0,10.0,328.0,3.82,0.78,LAS
54.01,0.0,31.22,0.42,clear-night,0.0,0.0,,1026.97,Clear,54.01,2015-01-07 05:00:00,0,10.0,333.0,3.49,0.49,LAS
52.65,0.0,31.18,0.44,clear-night,0.0,0.0,,1026.99,Clear,52.65,2015-01-07 06:00:00,0,10.0,296.0,3.83,1.02,LAS
52.58,0.0,31.73,0.45,clear-night,0.0,0.0,,1026.49,Clear,52.58,2015-01-07 07:00:00,0,10.0,304.0,5.13,0.85,LAS
52.61,0.0,31.19,0.44,clear-night,0.0,0.0,,1026.22,Clear,52.61,2015-01-07 08:00:00,0,10.0,317.0,5.8,1.2,LAS
50.43,0.0,31.1,0.47,clear-night,0.0,0.0,,1026.73,Clear,50.43,2015-01-07 09:00:00,0,10.0,315.0,5.0,1.74,LAS
50.61,0.0,31.92,0.49,clear-night,0.0,0.0,,1025.36,Clear,50.61,2015-01-07 10:00:00,0,10.0,260.0,2.97,0.83,LAS
49.37,0.0,31.53,0.5,clear-night,0.0,0.0,,1026.69,Clear,49.37,2015-01-07 11:00:00,0,10.0,301.0,3.93,0.21,LAS
50.29,0.0,32.27,0.5,clear-night,0.0,0.0,,1025.92,Clear,50.29,2015-01-07 12:00:00,0,10.0,281.0,3.4,1.16,LAS
49.33,0.0,32.21,0.52,clear-night,0.0,0.0,,1026.19,Clear,49.33,2015-01-07 13:00:00,0,10.0,288.0,3.3,1.14,LAS
47.78,0.0,32.34,0.55,clear-night,0.0,0.0,,1026.59,Clear,47.78,2015-01-07 14:00:00,0,10.0,293.0,2.61,1.09,LAS
48.78,0.0,32.75,0.54,clear-day,0.0,0.0,,1026.12,Clear,48.78,2015-01-07 15:00:00,0,10.0,286.0,3.84,0.83,LAS
52.45,0.0,33.66,0.49,clear-day,0.0,0.0,,1027.69,Clear,52.45,2015-01-07 16:00:00,0,10.0,283.0,3.53,0.7,LAS
59.35,0.0,34.53,0.39,clear-day,0.0,0.0,,1027.69,Clear,59.35,2015-01-07 17:00:00,1,10.0,84.0,4.5,0.16,LAS
63.43,0.0,34.96,0.35,clear-day,0.0,0.0,,1027.09,Clear,63.43,2015-01-07 18:00:00,2,10.0,36.0,3.11,0.2,LAS
65.73,0.0,35.08,0.32,clear-day,0.0,0.0,,1026.0,Clear,65.73,2015-01-07 19:00:00,3,10.0,54.0,4.7,0.85,LAS
67.81,0.0,34.49,0.29,clear-day,0.0,0.0,,1024.31,Clear,67.81,2015-01-07 20:00:00,3,10.0,50.0,7.28,1.15,LAS
70.2,0.0,34.89,0.27,clear-day,0.0,0.0,,1022.88,Clear,70.2,2015-01-07 21:00:00,2,10.0,25.0,7.4,1.57,LAS
71.35,0.0,34.67,0.26,clear-day,0.0,0.0,,1022.6,Clear,71.35,2015-01-07 22:00:00,1,10.0,28.0,5.07,1.09,LAS
71.57,0.0,34.15,0.25,clear-day,0.0,0.0,,1022.34,Clear,71.57,2015-01-07 23:00:00,1,10.0,32.0,4.96,0.89,LAS
69.52,0.0,34.03,0.27,clear-day,0.0,0.0,,1021.93,Clear,69.52,2015-01-08 00:00:00,0,10.0,239.0,2.89,0.14,LAS
65.5,0.0,34.42,0.31,clear-night,0.0,0.0,,1022.61,Clear,65.5,2015-01-08 01:00:00,0,10.0,344.0,2.58,0.06,LAS
62.05,0.0,34.09,0.35,clear-night,0.0,0.0,,1023.01,Clear,62.05,2015-01-08 02:00:00,0,10.0,223.0,4.63,0.62,LAS
59.53,0.0,33.6,0.38,clear-night,0.0,0.0,,1022.92,Clear,59.53,2015-01-08 03:00:00,0,10.0,279.0,4.79,1.22,LAS
57.72,0.0,32.99,0.39,clear-night,0.0,0.0,,1022.48,Clear,57.72,2015-01-08 04:00:00,0,10.0,277.0,4.34,0.9,LAS
56.29,0.0,32.82,0.41,clear-night,0.0,0.0,,1021.97,Clear,56.29,2015-01-08 05:00:00,0,10.0,285.0,3.75,0.66,LAS
55.01,0.0,32.39,0.42,clear-night,0.0,0.0,,1021.92,Clear,55.01,2015-01-08 06:00:00,0,10.0,303.0,3.88,1.07,LAS
54.52,0.0,32.61,0.43,clear-night,0.0,0.0,,1020.78,Clear,54.52,2015-01-08 07:00:00,0,10.0,295.0,5.0,1.46,LAS
53.35,0.0,32.5,0.45,clear-night,0.0,0.0,,1020.29,Clear,53.35,2015-01-08 08:00:00,0,10.0,324.0,4.68,1.17,LAS
